Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2016 inflation-adjusted dollars)
0500000US26069,26069,"Iosco County, Michigan",23723,1255
0500000US26071,26071,"Iron County, Michigan",22454,1007
0500000US26073,26073,"Isabella County, Michigan",21387,636
0500000US26075,26075,"Jackson County, Michigan",24444,519
0500000US26077,26077,"Kalamazoo County, Michigan",27370,503
0500000US26079,26079,"Kalkaska County, Michigan",22508,1338
0500000US26081,26081,"Kent County, Michigan",28070,330
0500000US26083,26083,"Keweenaw County, Michigan",26328,2169
0500000US26085,26085,"Lake County, Michigan",17178,655
0500000US26087,26087,"Lapeer County, Michigan",25373,502
0500000US26089,26089,"Leelanau County, Michigan",35954,1729
0500000US26091,26091,"Lenawee County, Michigan",24512,617
0500000US26093,26093,"Livingston County, Michigan",35156,547
0500000US26095,26095,"Luce County, Michigan",18444,1241
0500000US26097,26097,"Mackinac County, Michigan",25604,1421
0500000US26099,26099,"Macomb County, Michigan",28588,314
0500000US26101,26101,"Manistee County, Michigan",23290,950
0500000US26103,26103,"Marquette County, Michigan",24275,603
0500000US26105,26105,"Mason County, Michigan",24643,1198
0500000US26107,26107,"Mecosta County, Michigan",20690,708
0500000US26109,26109,"Menominee County, Michigan",24789,1913
0500000US26111,26111,"Midland County, Michigan",31135,936
0500000US26113,26113,"Missaukee County, Michigan",21124,732
0500000US26115,26115,"Monroe County, Michigan",27809,591
0500000US26117,26117,"Montcalm County, Michigan",20504,515
0500000US26119,26119,"Montmorency County, Michigan",21621,1166
0500000US26121,26121,"Muskegon County, Michigan",21614,341
0500000US26123,26123,"Newaygo County, Michigan",21905,614
0500000US26125,26125,"Oakland County, Michigan",38992,323
0500000US26127,26127,"Oceana County, Michigan",20760,658
0500000US26129,26129,"Ogemaw County, Michigan",21515,659
0500000US26131,26131,"Ontonagon County, Michigan",22428,1344
0500000US26133,26133,"Osceola County, Michigan",19853,586
0500000US26135,26135,"Oscoda County, Michigan",20047,973
0500000US26137,26137,"Otsego County, Michigan",25655,1414
0500000US26139,26139,"Ottawa County, Michigan",27696,510
0500000US26141,26141,"Presque Isle County, Michigan",23862,714
0500000US26143,26143,"Roscommon County, Michigan",21807,896
0500000US26145,26145,"Saginaw County, Michigan",24020,466
0500000US26147,26147,"St. Clair County, Michigan",26377,606
0500000US26149,26149,"St. Joseph County, Michigan",22182,602
0500000US26151,26151,"Sanilac County, Michigan",22510,439
0500000US26153,26153,"Schoolcraft County, Michigan",20975,1112
0500000US26155,26155,"Shiawassee County, Michigan",23927,562
0500000US26157,26157,"Tuscola County, Michigan",22511,528
0500000US26159,26159,"Van Buren County, Michigan",23943,601
0500000US26161,26161,"Washtenaw County, Michigan",35888,508
0500000US26163,26163,"Wayne County, Michigan",23666,190
0500000US26165,26165,"Wexford County, Michigan",21200,804
0500000US27001,27001,"Aitkin County, Minnesota",25780,791
0500000US27003,27003,"Anoka County, Minnesota",33051,528
0500000US27005,27005,"Becker County, Minnesota",27188,693
0500000US27007,27007,"Beltrami County, Minnesota",22845,904
0500000US27009,27009,"Benton County, Minnesota",25984,748
0500000US27011,27011,"Big Stone County, Minnesota",27820,1439
0500000US27013,27013,"Blue Earth County, Minnesota",27324,748
0500000US27015,27015,"Brown County, Minnesota",28444,864
0500000US27017,27017,"Carlton County, Minnesota",25714,682
0500000US27019,27019,"Carver County, Minnesota",41759,993
0500000US27021,27021,"Cass County, Minnesota",26844,852
0500000US27023,27023,"Chippewa County, Minnesota",27781,1302
0500000US27025,27025,"Chisago County, Minnesota",30455,756
0500000US27027,27027,"Clay County, Minnesota",27165,681
0500000US27029,27029,"Clearwater County, Minnesota",23777,1134
0500000US27031,27031,"Cook County, Minnesota",32774,3043
0500000US27033,27033,"Cottonwood County, Minnesota",25967,1320
0500000US27035,27035,"Crow Wing County, Minnesota",29106,1138
0500000US27037,27037,"Dakota County, Minnesota",37266,419
0500000US27039,27039,"Dodge County, Minnesota",30495,935
0500000US27041,27041,"Douglas County, Minnesota",31640,1437
0500000US27043,27043,"Faribault County, Minnesota",28168,1254
0500000US27045,27045,"Fillmore County, Minnesota",27777,638
0500000US27047,27047,"Freeborn County, Minnesota",27332,794
0500000US27049,27049,"Goodhue County, Minnesota",31830,1395
0500000US27051,27051,"Grant County, Minnesota",29446,1536
0500000US27053,27053,"Hennepin County, Minnesota",39939,338
0500000US27055,27055,"Houston County, Minnesota",29007,875
0500000US27057,27057,"Hubbard County, Minnesota",26417,744
0500000US27059,27059,"Isanti County, Minnesota",28676,1097
0500000US27061,27061,"Itasca County, Minnesota",25862,678
0500000US27063,27063,"Jackson County, Minnesota",28958,1008
0500000US27065,27065,"Kanabec County, Minnesota",24582,912
0500000US27067,27067,"Kandiyohi County, Minnesota",28165,708
0500000US27069,27069,"Kittson County, Minnesota",29939,1411
0500000US27071,27071,"Koochiching County, Minnesota",26814,1753
0500000US27073,27073,"Lac qui Parle County, Minnesota",30816,1452
0500000US27075,27075,"Lake County, Minnesota",31215,1589
0500000US27077,27077,"Lake of the Woods County, Minnesota",23234,1819
0500000US27079,27079,"Le Sueur County, Minnesota",29714,675
0500000US27081,27081,"Lincoln County, Minnesota",27946,1425
0500000US27083,27083,"Lyon County, Minnesota",28860,2361
0500000US27085,27085,"McLeod County, Minnesota",28241,898
0500000US27087,27087,"Mahnomen County, Minnesota",20233,927
0500000US27089,27089,"Marshall County, Minnesota",28194,938
0500000US27091,27091,"Martin County, Minnesota",29034,1250
0500000US27093,27093,"Meeker County, Minnesota",27974,650
0500000US27095,27095,"Mille Lacs County, Minnesota",24489,710
0500000US27097,27097,"Morrison County, Minnesota",26442,1479
0500000US27099,27099,"Mower County, Minnesota",27459,878
0500000US27101,27101,"Murray County, Minnesota",29084,1094
0500000US27103,27103,"Nicollet County, Minnesota",28089,956
0500000US27105,27105,"Nobles County, Minnesota",24188,861
0500000US27107,27107,"Norman County, Minnesota",26270,950
0500000US27109,27109,"Olmsted County, Minnesota",36143,533
0500000US27111,27111,"Otter Tail County, Minnesota",28781,594
0500000US27113,27113,"Pennington County, Minnesota",26992,1071
0500000US27115,27115,"Pine County, Minnesota",22817,541
0500000US27117,27117,"Pipestone County, Minnesota",27489,2349
0500000US27119,27119,"Polk County, Minnesota",27231,627
0500000US27121,27121,"Pope County, Minnesota",30485,1399
0500000US27123,27123,"Ramsey County, Minnesota",31256,344
0500000US27125,27125,"Red Lake County, Minnesota",25732,986
0500000US27127,27127,"Redwood County, Minnesota",26716,818
0500000US27129,27129,"Renville County, Minnesota",30089,1092
0500000US27131,27131,"Rice County, Minnesota",27856,701
0500000US27133,27133,"Rock County, Minnesota",27634,1650
0500000US27135,27135,"Roseau County, Minnesota",27307,979
0500000US27137,27137,"St. Louis County, Minnesota",28013,507
0500000US27139,27139,"Scott County, Minnesota",37113,720
0500000US27141,27141,"Sherburne County, Minnesota",31182,906
0500000US27143,27143,"Sibley County, Minnesota",28811,747
0500000US27145,27145,"Stearns County, Minnesota",27792,465
0500000US27147,27147,"Steele County, Minnesota",28736,836
0500000US27149,27149,"Stevens County, Minnesota",26625,1513
0500000US27151,27151,"Swift County, Minnesota",28969,1488
0500000US27153,27153,"Todd County, Minnesota",24410,608
0500000US27155,27155,"Traverse County, Minnesota",30992,1861
0500000US27157,27157,"Wabasha County, Minnesota",31464,1652
0500000US27159,27159,"Wadena County, Minnesota",22283,1064
0500000US27161,27161,"Waseca County, Minnesota",27179,1311
0500000US27163,27163,"Washington County, Minnesota",39873,597
0500000US27165,27165,"Watonwan County, Minnesota",26273,1083
0500000US27167,27167,"Wilkin County, Minnesota",27814,1294
0500000US27169,27169,"Winona County, Minnesota",25967,798
0500000US27171,27171,"Wright County, Minnesota",31154,604
0500000US27173,27173,"Yellow Medicine County, Minnesota",27686,1031
0500000US28001,28001,"Adams County, Mississippi",18091,1050
0500000US28003,28003,"Alcorn County, Mississippi",20006,918
0500000US28005,28005,"Amite County, Mississippi",17954,1318
0500000US28007,28007,"Attala County, Mississippi",20283,2377
0500000US28009,28009,"Benton County, Mississippi",20261,2981
0500000US28011,28011,"Bolivar County, Mississippi",16595,881
0500000US28013,28013,"Calhoun County, Mississippi",17203,803
0500000US28015,28015,"Carroll County, Mississippi",22519,2807
0500000US28017,28017,"Chickasaw County, Mississippi",18514,1776
0500000US28019,28019,"Choctaw County, Mississippi",18434,1562
0500000US28021,28021,"Claiborne County, Mississippi",12944,1285
0500000US28023,28023,"Clarke County, Mississippi",20431,1125
0500000US28025,28025,"Clay County, Mississippi",19097,1102
0500000US28027,28027,"Coahoma County, Mississippi",16066,830
0500000US28029,28029,"Copiah County, Mississippi",18188,1313
0500000US28031,28031,"Covington County, Mississippi",16941,947
0500000US28033,28033,"DeSoto County, Mississippi",27135,583
0500000US28035,28035,"Forrest County, Mississippi",20194,960
0500000US28037,28037,"Franklin County, Mississippi",22769,2225
0500000US28039,28039,"George County, Mississippi",20640,2102
0500000US28041,28041,"Greene County, Mississippi",15659,1464
0500000US28043,28043,"Grenada County, Mississippi",20562,2352
0500000US28045,28045,"Hancock County, Mississippi",23221,1021
0500000US28047,28047,"Harrison County, Mississippi",22517,534
0500000US28049,28049,"Hinds County, Mississippi",21672,464
0500000US28051,28051,"Holmes County, Mississippi",12408,1041
0500000US28053,28053,"Humphreys County, Mississippi",13977,1455
0500000US28055,28055,"Issaquena County, Mississippi",17282,7788
0500000US28057,28057,"Itawamba County, Mississippi",19707,1837
0500000US28059,28059,"Jackson County, Mississippi",24350,747
0500000US28061,28061,"Jasper County, Mississippi",19363,1621
0500000US28063,28063,"Jefferson County, Mississippi",13703,2396
0500000US28065,28065,"Jefferson Davis County, Mississippi",16859,1623
0500000US28067,28067,"Jones County, Mississippi",20957,886
0500000US28069,28069,"Kemper County, Mississippi",14715,1533
0500000US28071,28071,"Lafayette County, Mississippi",23833,1215
0500000US28073,28073,"Lamar County, Mississippi",28101,1478
0500000US28075,28075,"Lauderdale County, Mississippi",21575,978
0500000US28077,28077,"Lawrence County, Mississippi",20700,1853
0500000US28079,28079,"Leake County, Mississippi",18178,1464
0500000US28081,28081,"Lee County, Mississippi",22741,829
0500000US28083,28083,"Leflore County, Mississippi",15370,915
0500000US28085,28085,"Lincoln County, Mississippi",19418,998
0500000US28087,28087,"Lowndes County, Mississippi",22143,854
0500000US28089,28089,"Madison County, Mississippi",35435,1165
0500000US28091,28091,"Marion County, Mississippi",19707,1775
0500000US28093,28093,"Marshall County, Mississippi",19104,962
0500000US28095,28095,"Monroe County, Mississippi",19905,919
0500000US28097,28097,"Montgomery County, Mississippi",19706,2342
0500000US28099,28099,"Neshoba County, Mississippi",19030,1059
0500000US28101,28101,"Newton County, Mississippi",20896,2631
0500000US28103,28103,"Noxubee County, Mississippi",16108,1775
0500000US28105,28105,"Oktibbeha County, Mississippi",20128,831
0500000US28107,28107,"Panola County, Mississippi",20098,1861
0500000US28109,28109,"Pearl River County, Mississippi",20653,792
0500000US28111,28111,"Perry County, Mississippi",18188,1468
0500000US28113,28113,"Pike County, Mississippi",17316,867
0500000US28115,28115,"Pontotoc County, Mississippi",19743,1436
0500000US28117,28117,"Prentiss County, Mississippi",18313,1389
0500000US28119,28119,"Quitman County, Mississippi",14928,1201
0500000US28121,28121,"Rankin County, Mississippi",27822,655
0500000US28123,28123,"Scott County, Mississippi",17203,1158
0500000US28125,28125,"Sharkey County, Mississippi",15430,1197
0500000US28127,28127,"Simpson County, Mississippi",18495,1270
0500000US28129,28129,"Smith County, Mississippi",22129,2548
0500000US28131,28131,"Stone County, Mississippi",19588,1654
0500000US28133,28133,"Sunflower County, Mississippi",14111,836
0500000US28135,28135,"Tallahatchie County, Mississippi",12747,1176
0500000US28137,28137,"Tate County, Mississippi",20948,1571
0500000US28139,28139,"Tippah County, Mississippi",19453,1456
0500000US28141,28141,"Tishomingo County, Mississippi",18790,1063
0500000US28143,28143,"Tunica County, Mississippi",16950,2860
0500000US28145,28145,"Union County, Mississippi",19723,1120
0500000US28147,28147,"Walthall County, Mississippi",18255,2207
0500000US28149,28149,"Warren County, Mississippi",22110,881
0500000US28151,28151,"Washington County, Mississippi",17800,861
0500000US28153,28153,"Wayne County, Mississippi",20460,1619
0500000US28155,28155,"Webster County, Mississippi",20722,1290
0500000US28157,28157,"Wilkinson County, Mississippi",14183,1602
0500000US28159,28159,"Winston County, Mississippi",21943,3466
0500000US28161,28161,"Yalobusha County, Mississippi",18802,1450
0500000US28163,28163,"Yazoo County, Mississippi",16756,3218
0500000US29001,29001,"Adair County, Missouri",19804,1147
0500000US29003,29003,"Andrew County, Missouri",26661,1323
0500000US29005,29005,"Atchison County, Missouri",26710,1538
0500000US29007,29007,"Audrain County, Missouri",19692,1180
0500000US29009,29009,"Barry County, Missouri",19431,899
0500000US29011,29011,"Barton County, Missouri",22513,1702
0500000US29013,29013,"Bates County, Missouri",22250,949
0500000US29015,29015,"Benton County, Missouri",19487,971
0500000US29017,29017,"Bollinger County, Missouri",19987,1379
0500000US29019,29019,"Boone County, Missouri",27689,810
0500000US29021,29021,"Buchanan County, Missouri",23189,711
0500000US29023,29023,"Butler County, Missouri",20042,1049
0500000US29025,29025,"Caldwell County, Missouri",23273,1092
0500000US29027,29027,"Callaway County, Missouri",23475,1048
0500000US29029,29029,"Camden County, Missouri",24484,1046
0500000US29031,29031,"Cape Girardeau County, Missouri",25348,945
0500000US29033,29033,"Carroll County, Missouri",24484,2124
0500000US29035,29035,"Carter County, Missouri",21296,2448
0500000US29037,29037,"Cass County, Missouri",29197,804
0500000US29039,29039,"Cedar County, Missouri",18932,1627
0500000US29041,29041,"Chariton County, Missouri",23029,1789
0500000US29043,29043,"Christian County, Missouri",25342,695
0500000US29045,29045,"Clark County, Missouri",25149,2524
0500000US29047,29047,"Clay County, Missouri",30531,506
0500000US29049,29049,"Clinton County, Missouri",26551,941
0500000US29051,29051,"Cole County, Missouri",26557,967
0500000US29053,29053,"Cooper County, Missouri",22822,1492
0500000US29055,29055,"Crawford County, Missouri",20373,1531
0500000US29057,29057,"Dade County, Missouri",20624,1091
0500000US29059,29059,"Dallas County, Missouri",17378,1285
0500000US29061,29061,"Daviess County, Missouri",21356,1104
0500000US29063,29063,"DeKalb County, Missouri",17584,1160
0500000US29065,29065,"Dent County, Missouri",19929,1811
0500000US29067,29067,"Douglas County, Missouri",17261,1482
0500000US29069,29069,"Dunklin County, Missouri",18203,864
0500000US29071,29071,"Franklin County, Missouri",26272,922
0500000US29073,29073,"Gasconade County, Missouri",24355,1967
0500000US29075,29075,"Gentry County, Missouri",20726,1249
0500000US29077,29077,"Greene County, Missouri",24537,500
0500000US29079,29079,"Grundy County, Missouri",20746,966
0500000US29081,29081,"Harrison County, Missouri",20434,1149
0500000US29083,29083,"Henry County, Missouri",23510,1508
0500000US29085,29085,"Hickory County, Missouri",18694,1379
0500000US29087,29087,"Holt County, Missouri",23949,1805
0500000US29089,29089,"Howard County, Missouri",22192,1391
0500000US29091,29091,"Howell County, Missouri",19293,766
0500000US29093,29093,"Iron County, Missouri",19270,1031
0500000US29095,29095,"Jackson County, Missouri",27665,338
0500000US29097,29097,"Jasper County, Missouri",22767,793
0500000US29099,29099,"Jefferson County, Missouri",26021,456
0500000US29101,29101,"Johnson County, Missouri",22589,854
0500000US29103,29103,"Knox County, Missouri",21471,1949
0500000US29105,29105,"Laclede County, Missouri",19552,735
0500000US29107,29107,"Lafayette County, Missouri",25008,926
0500000US29109,29109,"Lawrence County, Missouri",19973,863
0500000US29111,29111,"Lewis County, Missouri",20646,1117
0500000US29113,29113,"Lincoln County, Missouri",22833,777
0500000US29115,29115,"Linn County, Missouri",20860,973
0500000US29117,29117,"Livingston County, Missouri",22804,1747
0500000US29119,29119,"McDonald County, Missouri",18761,994
0500000US29121,29121,"Macon County, Missouri",19941,895
0500000US29123,29123,"Madison County, Missouri",19009,1425
0500000US29125,29125,"Maries County, Missouri",20922,1244
0500000US29127,29127,"Marion County, Missouri",22303,955
