Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2012 inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2012 inflation-adjusted dollars)
0500000US05093,5093,"Mississippi County, Arkansas",18912,993
0500000US05095,5095,"Monroe County, Arkansas",17368,1390
0500000US05097,5097,"Montgomery County, Arkansas",19298,2853
0500000US05099,5099,"Nevada County, Arkansas",19786,2130
0500000US05101,5101,"Newton County, Arkansas",17469,1626
0500000US05103,5103,"Ouachita County, Arkansas",19417,747
0500000US05105,5105,"Perry County, Arkansas",22045,2810
0500000US05107,5107,"Phillips County, Arkansas",16455,1008
0500000US05109,5109,"Pike County, Arkansas",18316,1118
0500000US05111,5111,"Poinsett County, Arkansas",16880,763
0500000US05113,5113,"Polk County, Arkansas",19192,1838
0500000US05115,5115,"Pope County, Arkansas",19779,579
0500000US05117,5117,"Prairie County, Arkansas",18312,1017
0500000US05119,5119,"Pulaski County, Arkansas",27744,467
0500000US05121,5121,"Randolph County, Arkansas",18533,1447
0500000US05123,5123,"St. Francis County, Arkansas",15308,1024
0500000US05125,5125,"Saline County, Arkansas",25843,538
0500000US05127,5127,"Scott County, Arkansas",18766,1395
0500000US05129,5129,"Searcy County, Arkansas",15508,1161
0500000US05131,5131,"Sebastian County, Arkansas",22613,681
0500000US05133,5133,"Sevier County, Arkansas",15888,824
0500000US05135,5135,"Sharp County, Arkansas",15883,775
0500000US05137,5137,"Stone County, Arkansas",18361,1128
0500000US05139,5139,"Union County, Arkansas",21208,771
0500000US05141,5141,"Van Buren County, Arkansas",19108,1259
0500000US05143,5143,"Washington County, Arkansas",23211,496
0500000US05145,5145,"White County, Arkansas",21597,1037
0500000US05147,5147,"Woodruff County, Arkansas",18897,2011
0500000US05149,5149,"Yell County, Arkansas",17447,866
0500000US06001,6001,"Alameda County, California",35434,256
0500000US06003,6003,"Alpine County, California",27135,4651
0500000US06005,6005,"Amador County, California",26969,1773
0500000US06007,6007,"Butte County, California",23556,582
0500000US06009,6009,"Calaveras County, California",28892,1282
0500000US06011,6011,"Colusa County, California",21601,1058
0500000US06013,6013,"Contra Costa County, California",38106,407
0500000US06015,6015,"Del Norte County, California",20197,1698
0500000US06017,6017,"El Dorado County, California",34571,791
0500000US06019,6019,"Fresno County, California",20391,243
0500000US06021,6021,"Glenn County, California",21689,2137
0500000US06023,6023,"Humboldt County, California",23884,791
0500000US06025,6025,"Imperial County, California",16667,470
0500000US06027,6027,"Inyo County, California",27323,1357
0500000US06029,6029,"Kern County, California",20216,251
0500000US06031,6031,"Kings County, California",18566,465
0500000US06033,6033,"Lake County, California",21845,886
0500000US06035,6035,"Lassen County, California",19924,1213
0500000US06037,6037,"Los Angeles County, California",27900,134
0500000US06039,6039,"Madera County, California",18474,589
0500000US06041,6041,"Marin County, California",55695,1142
0500000US06043,6043,"Mariposa County, California",27670,1906
0500000US06045,6045,"Mendocino County, California",23179,707
0500000US06047,6047,"Merced County, California",18343,435
0500000US06049,6049,"Modoc County, California",20916,1526
0500000US06051,6051,"Mono County, California",27135,2332
0500000US06053,6053,"Monterey County, California",24995,474
0500000US06055,6055,"Napa County, California",35195,985
0500000US06057,6057,"Nevada County, California",31899,1185
0500000US06059,6059,"Orange County, California",34233,230
0500000US06061,6061,"Placer County, California",34917,555
0500000US06063,6063,"Plumas County, California",28329,1770
0500000US06065,6065,"Riverside County, California",23863,183
0500000US06067,6067,"Sacramento County, California",26856,216
0500000US06069,6069,"San Benito County, California",25791,1022
0500000US06071,6071,"San Bernardino County, California",21636,177
0500000US06073,6073,"San Diego County, California",30683,195
0500000US06075,6075,"San Francisco County, California",47278,565
0500000US06077,6077,"San Joaquin County, California",22696,298
0500000US06079,6079,"San Luis Obispo County, California",30218,574
0500000US06081,6081,"San Mateo County, California",45458,518
0500000US06083,6083,"Santa Barbara County, California",30114,526
0500000US06085,6085,"Santa Clara County, California",41041,312
0500000US06087,6087,"Santa Cruz County, California",32846,545
0500000US06089,6089,"Shasta County, California",23639,530
0500000US06091,6091,"Sierra County, California",24121,3334
0500000US06093,6093,"Siskiyou County, California",22304,904
0500000US06095,6095,"Solano County, California",29170,397
0500000US06097,6097,"Sonoma County, California",32898,484
0500000US06099,6099,"Stanislaus County, California",21785,363
0500000US06101,6101,"Sutter County, California",22816,715
0500000US06103,6103,"Tehama County, California",20259,762
0500000US06105,6105,"Trinity County, California",23014,1628
0500000US06107,6107,"Tulare County, California",18021,295
0500000US06109,6109,"Tuolumne County, California",26043,1098
0500000US06111,6111,"Ventura County, California",32826,350
0500000US06113,6113,"Yolo County, California",28137,680
0500000US06115,6115,"Yuba County, California",20016,690
0500000US08001,8001,"Adams County, Colorado",24357,291
0500000US08003,8003,"Alamosa County, Colorado",19657,1434
0500000US08005,8005,"Arapahoe County, Colorado",32845,423
0500000US08007,8007,"Archuleta County, Colorado",29771,2862
0500000US08009,8009,"Baca County, Colorado",22436,2555
0500000US08011,8011,"Bent County, Colorado",15259,2306
0500000US08013,8013,"Boulder County, Colorado",38283,636
0500000US08014,8014,"Broomfield County, Colorado",37964,1514
0500000US08015,8015,"Chaffee County, Colorado",27961,2575
0500000US08017,8017,"Cheyenne County, Colorado",24502,2724
0500000US08019,8019,"Clear Creek County, Colorado",36015,3529
0500000US08021,8021,"Conejos County, Colorado",17929,976
0500000US08023,8023,"Costilla County, Colorado",18856,2124
0500000US08025,8025,"Crowley County, Colorado",17925,3379
0500000US08027,8027,"Custer County, Colorado",28019,4686
0500000US08029,8029,"Delta County, Colorado",23890,1637
0500000US08031,8031,"Denver County, Colorado",32597,423
0500000US08033,8033,"Dolores County, Colorado",24392,2897
0500000US08035,8035,"Douglas County, Colorado",43195,716
0500000US08037,8037,"Eagle County, Colorado",38665,2702
0500000US08039,8039,"Elbert County, Colorado",35034,1803
0500000US08041,8041,"El Paso County, Colorado",28776,309
0500000US08043,8043,"Fremont County, Colorado",19379,803
0500000US08045,8045,"Garfield County, Colorado",26989,845
0500000US08047,8047,"Gilpin County, Colorado",35473,4782
0500000US08049,8049,"Grand County, Colorado",31319,2990
0500000US08051,8051,"Gunnison County, Colorado",28280,2124
0500000US08053,8053,"Hinsdale County, Colorado",36524,7400
0500000US08055,8055,"Huerfano County, Colorado",23387,2772
0500000US08057,8057,"Jackson County, Colorado",24803,2574
0500000US08059,8059,"Jefferson County, Colorado",36069,462
0500000US08061,8061,"Kiowa County, Colorado",21960,3209
0500000US08063,8063,"Kit Carson County, Colorado",20846,1248
0500000US08065,8065,"Lake County, Colorado",22622,2421
0500000US08067,8067,"La Plata County, Colorado",30562,974
0500000US08069,8069,"Larimer County, Colorado",30684,474
0500000US08071,8071,"Las Animas County, Colorado",21941,1249
0500000US08073,8073,"Lincoln County, Colorado",19858,2561
0500000US08075,8075,"Logan County, Colorado",22815,1354
0500000US08077,8077,"Mesa County, Colorado",27030,692
0500000US08079,8079,"Mineral County, Colorado",42539,13223
0500000US08081,8081,"Moffat County, Colorado",23974,1110
0500000US08083,8083,"Montezuma County, Colorado",24731,1568
0500000US08085,8085,"Montrose County, Colorado",23018,927
0500000US08087,8087,"Morgan County, Colorado",20276,905
0500000US08089,8089,"Otero County, Colorado",18416,933
0500000US08091,8091,"Ouray County, Colorado",34278,3512
0500000US08093,8093,"Park County, Colorado",31419,1685
0500000US08095,8095,"Phillips County, Colorado",21037,1665
0500000US08097,8097,"Pitkin County, Colorado",52428,7099
0500000US08099,8099,"Prowers County, Colorado",18305,1031
0500000US08101,8101,"Pueblo County, Colorado",22164,505
0500000US08103,8103,"Rio Blanco County, Colorado",26473,3581
0500000US08105,8105,"Rio Grande County, Colorado",19968,1470
0500000US08107,8107,"Routt County, Colorado",35307,2337
0500000US08109,8109,"Saguache County, Colorado",20521,2053
0500000US08111,8111,"San Juan County, Colorado",25653,4731
0500000US08113,8113,"San Miguel County, Colorado",44159,5712
0500000US08115,8115,"Sedgwick County, Colorado",22202,1642
0500000US08117,8117,"Summit County, Colorado",34575,1626
0500000US08119,8119,"Teller County, Colorado",29866,1635
0500000US08121,8121,"Washington County, Colorado",24435,1564
0500000US08123,8123,"Weld County, Colorado",25341,428
0500000US08125,8125,"Yuma County, Colorado",23098,1384
0500000US09001,9001,"Fairfield County, Connecticut",48900,644
0500000US09003,9003,"Hartford County, Connecticut",34356,336
0500000US09005,9005,"Litchfield County, Connecticut",37410,958
0500000US09007,9007,"Middlesex County, Connecticut",39776,980
0500000US09009,9009,"New Haven County, Connecticut",32487,315
0500000US09011,9011,"New London County, Connecticut",33968,500
0500000US09013,9013,"Tolland County, Connecticut",34468,667
0500000US09015,9015,"Windham County, Connecticut",27456,571
0500000US10001,10001,"Kent County, Delaware",24519,461
0500000US10003,10003,"New Castle County, Delaware",32247,407
0500000US10005,10005,"Sussex County, Delaware",27165,440
0500000US11001,11001,"District of Columbia, District of Columbia",45004,542
0500000US12001,12001,"Alachua County, Florida",25287,537
0500000US12003,12003,"Baker County, Florida",19198,1352
0500000US12005,12005,"Bay County, Florida",24859,650
0500000US12007,12007,"Bradford County, Florida",17299,874
0500000US12009,12009,"Brevard County, Florida",27440,372
0500000US12011,12011,"Broward County, Florida",28547,293
0500000US12013,12013,"Calhoun County, Florida",15328,1371
0500000US12015,12015,"Charlotte County, Florida",26604,770
0500000US12017,12017,"Citrus County, Florida",23195,819
0500000US12019,12019,"Clay County, Florida",26435,647
0500000US12021,12021,"Collier County, Florida",36898,1041
0500000US12023,12023,"Columbia County, Florida",18964,813
0500000US12027,12027,"DeSoto County, Florida",15629,829
0500000US12029,12029,"Dixie County, Florida",17508,1292
0500000US12031,12031,"Duval County, Florida",26170,348
0500000US12033,12033,"Escambia County, Florida",23396,405
0500000US12035,12035,"Flagler County, Florida",24788,1008
0500000US12037,12037,"Franklin County, Florida",20546,2291
0500000US12039,12039,"Gadsden County, Florida",18183,1461
0500000US12041,12041,"Gilchrist County, Florida",19217,2319
0500000US12043,12043,"Glades County, Florida",16111,1395
0500000US12045,12045,"Gulf County, Florida",17975,1446
0500000US12047,12047,"Hamilton County, Florida",16227,2060
0500000US12049,12049,"Hardee County, Florida",14299,1292
0500000US12051,12051,"Hendry County, Florida",14885,987
0500000US12053,12053,"Hernando County, Florida",21632,567
0500000US12055,12055,"Highlands County, Florida",20004,658
0500000US12057,12057,"Hillsborough County, Florida",26947,306
0500000US12059,12059,"Holmes County, Florida",16287,1077
0500000US12061,12061,"Indian River County, Florida",31630,1118
0500000US12063,12063,"Jackson County, Florida",18148,718
0500000US12065,12065,"Jefferson County, Florida",20064,1399
0500000US12067,12067,"Lafayette County, Florida",18135,1598
0500000US12069,12069,"Lake County, Florida",24674,584
0500000US12071,12071,"Lee County, Florida",28105,447
0500000US12073,12073,"Leon County, Florida",26340,547
0500000US12075,12075,"Levy County, Florida",18902,846
0500000US12077,12077,"Liberty County, Florida",16384,1784
0500000US12079,12079,"Madison County, Florida",15989,1190
0500000US12081,12081,"Manatee County, Florida",27544,528
0500000US12083,12083,"Marion County, Florida",22191,525
0500000US12085,12085,"Martin County, Florida",34522,1042
0500000US12086,12086,"Miami-Dade County, Florida",23304,215
0500000US12087,12087,"Monroe County, Florida",34277,1423
0500000US12089,12089,"Nassau County, Florida",29490,1415
0500000US12091,12091,"Okaloosa County, Florida",28040,633
0500000US12093,12093,"Okeechobee County, Florida",17899,1312
0500000US12095,12095,"Orange County, Florida",25103,274
0500000US12097,12097,"Osceola County, Florida",19728,368
0500000US12099,12099,"Palm Beach County, Florida",33239,423
0500000US12101,12101,"Pasco County, Florida",23895,431
0500000US12103,12103,"Pinellas County, Florida",29352,353
0500000US12105,12105,"Polk County, Florida",21674,365
0500000US12107,12107,"Putnam County, Florida",18810,632
0500000US12109,12109,"St. Johns County, Florida",36639,1096
0500000US12111,12111,"St. Lucie County, Florida",23062,611
0500000US12113,12113,"Santa Rosa County, Florida",27282,749
0500000US12115,12115,"Sarasota County, Florida",32764,669
0500000US12117,12117,"Seminole County, Florida",29364,537
0500000US12119,12119,"Sumter County, Florida",26317,1185
0500000US12121,12121,"Suwannee County, Florida",18379,957
0500000US12123,12123,"Taylor County, Florida",17728,1561
0500000US12125,12125,"Union County, Florida",13865,1248
0500000US12127,12127,"Volusia County, Florida",24176,387
0500000US12129,12129,"Wakulla County, Florida",22789,1315
0500000US12131,12131,"Walton County, Florida",26454,1517
0500000US12133,12133,"Washington County, Florida",17497,951
0500000US13001,13001,"Appling County, Georgia",19664,1262
0500000US13003,13003,"Atkinson County, Georgia",14696,1075
0500000US13005,13005,"Bacon County, Georgia",17396,1459
0500000US13007,13007,"Baker County, Georgia",17871,3750
0500000US13009,13009,"Baldwin County, Georgia",18099,1007
0500000US13011,13011,"Banks County, Georgia",20094,1188
0500000US13013,13013,"Barrow County, Georgia",20845,631
0500000US13015,13015,"Bartow County, Georgia",21884,712
0500000US13017,13017,"Ben Hill County, Georgia",15335,1076
0500000US13019,13019,"Berrien County, Georgia",16553,964
0500000US13021,13021,"Bibb County, Georgia",21443,592
0500000US13023,13023,"Bleckley County, Georgia",18650,1752
0500000US13025,13025,"Brantley County, Georgia",17155,1198
0500000US13027,13027,"Brooks County, Georgia",20142,2568
0500000US13029,13029,"Bryan County, Georgia",27511,1578
0500000US13031,13031,"Bulloch County, Georgia",18138,696
0500000US13033,13033,"Burke County, Georgia",15917,1137
0500000US13035,13035,"Butts County, Georgia",20968,1271
0500000US13037,13037,"Calhoun County, Georgia",14780,2696
0500000US13039,13039,"Camden County, Georgia",22797,726
0500000US13043,13043,"Candler County, Georgia",17399,1793
0500000US13045,13045,"Carroll County, Georgia",21047,566
0500000US13047,13047,"Catoosa County, Georgia",22077,664
0500000US13049,13049,"Charlton County, Georgia",17576,1801
0500000US13051,13051,"Chatham County, Georgia",25245,470
0500000US13053,13053,"Chattahoochee County, Georgia",19276,1290
0500000US13055,13055,"Chattooga County, Georgia",15727,820
0500000US13057,13057,"Cherokee County, Georgia",29939,527
0500000US13059,13059,"Clarke County, Georgia",19716,590
0500000US13061,13061,"Clay County, Georgia",13606,1997
0500000US13063,13063,"Clayton County, Georgia",18445,320
0500000US13065,13065,"Clinch County, Georgia",17496,1450
0500000US13067,13067,"Cobb County, Georgia",33282,383
0500000US13069,13069,"Coffee County, Georgia",17156,1053
0500000US13071,13071,"Colquitt County, Georgia",17830,908
0500000US13073,13073,"Columbia County, Georgia",30503,790
0500000US13075,13075,"Cook County, Georgia",19323,1780
0500000US13077,13077,"Coweta County, Georgia",26146,674
0500000US13079,13079,"Crawford County, Georgia",19675,1524
0500000US13081,13081,"Crisp County, Georgia",17497,1232
0500000US13083,13083,"Dade County, Georgia",21602,1493
0500000US13085,13085,"Dawson County, Georgia",26615,2149
0500000US13087,13087,"Decatur County, Georgia",18054,1079
0500000US13089,13089,"DeKalb County, Georgia",28760,399
0500000US13091,13091,"Dodge County, Georgia",17275,1050
0500000US13093,13093,"Dooly County, Georgia",15733,1554
0500000US13095,13095,"Dougherty County, Georgia",19140,732
0500000US13097,13097,"Douglas County, Georgia",24115,610
0500000US13099,13099,"Early County, Georgia",17945,1519
0500000US13101,13101,"Echols County, Georgia",15015,2370
0500000US13103,13103,"Effingham County, Georgia",24943,1031
0500000US13105,13105,"Elbert County, Georgia",18536,1411
0500000US13107,13107,"Emanuel County, Georgia",16294,1229
0500000US13109,13109,"Evans County, Georgia",18588,1343
0500000US13111,13111,"Fannin County, Georgia",19865,1009
0500000US13113,13113,"Fayette County, Georgia",35743,833
0500000US13115,13115,"Floyd County, Georgia",20769,698
0500000US13117,13117,"Forsyth County, Georgia",34742,790
0500000US13119,13119,"Franklin County, Georgia",18441,1037
0500000US13121,13121,"Fulton County, Georgia",37238,479
0500000US13123,13123,"Gilmer County, Georgia",21290,1684
0500000US13125,13125,"Glascock County, Georgia",17169,1892
0500000US13127,13127,"Glynn County, Georgia",27446,1161
0500000US13129,13129,"Gordon County, Georgia",18835,784
0500000US13131,13131,"Grady County, Georgia",17528,1841
0500000US13133,13133,"Greene County, Georgia",27229,4341
0500000US13135,13135,"Gwinnett County, Georgia",26442,333
0500000US13137,13137,"Habersham County, Georgia",19758,873
0500000US13139,13139,"Hall County, Georgia",24201,705
0500000US13141,13141,"Hancock County, Georgia",11225,1170
0500000US13143,13143,"Haralson County, Georgia",19183,1121
0500000US13145,13145,"Harris County, Georgia",31858,1767
0500000US13147,13147,"Hart County, Georgia",19854,1074
0500000US13149,13149,"Heard County, Georgia",18655,1407
0500000US13151,13151,"Henry County, Georgia",25411,578
0500000US13153,13153,"Houston County, Georgia",25570,612
0500000US13155,13155,"Irwin County, Georgia",17808,1857
0500000US13157,13157,"Jackson County, Georgia",22830,981
0500000US13159,13159,"Jasper County, Georgia",21854,1941
0500000US13161,13161,"Jeff Davis County, Georgia",17168,1377
0500000US13163,13163,"Jefferson County, Georgia",15131,691
0500000US13165,13165,"Jenkins County, Georgia",17791,3068
0500000US13167,13167,"Johnson County, Georgia",16195,1988
0500000US13169,13169,"Jones County, Georgia",24123,1241
0500000US13171,13171,"Lamar County, Georgia",18657,1269
0500000US13173,13173,"Lanier County, Georgia",18334,2194
0500000US13175,13175,"Laurens County, Georgia",18936,829
0500000US13177,13177,"Lee County, Georgia",25481,1806
0500000US13179,13179,"Liberty County, Georgia",20326,705
0500000US13181,13181,"Lincoln County, Georgia",20438,1367
0500000US13183,13183,"Long County, Georgia",16310,1414
0500000US13185,13185,"Lowndes County, Georgia",19867,569
0500000US13187,13187,"Lumpkin County, Georgia",20970,1115
0500000US13189,13189,"McDuffie County, Georgia",18105,937
0500000US13191,13191,"McIntosh County, Georgia",20764,2367
0500000US13193,13193,"Macon County, Georgia",14060,952
0500000US13195,13195,"Madison County, Georgia",19232,1278
0500000US13197,13197,"Marion County, Georgia",16590,1406
0500000US13199,13199,"Meriwether County, Georgia",18999,1538
0500000US13201,13201,"Miller County, Georgia",19415,1965
0500000US13205,13205,"Mitchell County, Georgia",15912,900
0500000US13207,13207,"Monroe County, Georgia",22659,1332
0500000US13209,13209,"Montgomery County, Georgia",16396,986
0500000US13211,13211,"Morgan County, Georgia",25414,2319
0500000US13213,13213,"Murray County, Georgia",16821,701
0500000US13215,13215,"Muscogee County, Georgia",22761,548
0500000US13217,13217,"Newton County, Georgia",21393,678
0500000US13219,13219,"Oconee County, Georgia",34034,1870
0500000US13221,13221,"Oglethorpe County, Georgia",19714,1470
0500000US13223,13223,"Paulding County, Georgia",24068,627
0500000US13225,13225,"Peach County, Georgia",19034,1118
0500000US13227,13227,"Pickens County, Georgia",26833,1808
0500000US13229,13229,"Pierce County, Georgia",18824,1092
