Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2012 inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2012 inflation-adjusted dollars)
0500000US18175,18175,"Washington County, Indiana",20268,1053
0500000US18177,18177,"Wayne County, Indiana",21700,803
0500000US18179,18179,"Wells County, Indiana",24026,872
0500000US18181,18181,"White County, Indiana",23130,1085
0500000US18183,18183,"Whitley County, Indiana",23977,756
0500000US19001,19001,"Adair County, Iowa",25147,1279
0500000US19003,19003,"Adams County, Iowa",25709,2431
0500000US19005,19005,"Allamakee County, Iowa",23392,928
0500000US19007,19007,"Appanoose County, Iowa",20463,883
0500000US19009,19009,"Audubon County, Iowa",26855,1373
0500000US19011,19011,"Benton County, Iowa",26744,944
0500000US19013,19013,"Black Hawk County, Iowa",23910,524
0500000US19015,19015,"Boone County, Iowa",26899,1458
0500000US19017,19017,"Bremer County, Iowa",28276,1033
0500000US19019,19019,"Buchanan County, Iowa",26058,1418
0500000US19021,19021,"Buena Vista County, Iowa",22965,1004
0500000US19023,19023,"Butler County, Iowa",24361,869
0500000US19025,19025,"Calhoun County, Iowa",25469,1762
0500000US19027,19027,"Carroll County, Iowa",25301,1050
0500000US19029,19029,"Cass County, Iowa",24001,1233
0500000US19031,19031,"Cedar County, Iowa",26604,966
0500000US19033,19033,"Cerro Gordo County, Iowa",26764,1137
0500000US19035,19035,"Cherokee County, Iowa",25801,1186
0500000US19037,19037,"Chickasaw County, Iowa",24378,1219
0500000US19039,19039,"Clarke County, Iowa",23397,3127
0500000US19041,19041,"Clay County, Iowa",26872,3363
0500000US19043,19043,"Clayton County, Iowa",24378,1032
0500000US19045,19045,"Clinton County, Iowa",24998,638
0500000US19047,19047,"Crawford County, Iowa",21892,867
0500000US19049,19049,"Dallas County, Iowa",35116,1112
0500000US19051,19051,"Davis County, Iowa",22227,2203
0500000US19053,19053,"Decatur County, Iowa",18926,1100
0500000US19055,19055,"Delaware County, Iowa",24989,1003
0500000US19057,19057,"Des Moines County, Iowa",24225,1865
0500000US19059,19059,"Dickinson County, Iowa",31529,1488
0500000US19061,19061,"Dubuque County, Iowa",26034,585
0500000US19063,19063,"Emmet County, Iowa",26740,2827
0500000US19065,19065,"Fayette County, Iowa",22335,804
0500000US19067,19067,"Floyd County, Iowa",23480,1129
0500000US19069,19069,"Franklin County, Iowa",25102,1323
0500000US19071,19071,"Fremont County, Iowa",25422,1532
0500000US19073,19073,"Greene County, Iowa",26461,2010
0500000US19075,19075,"Grundy County, Iowa",29044,1593
0500000US19077,19077,"Guthrie County, Iowa",25941,1273
0500000US19079,19079,"Hamilton County, Iowa",24517,1894
0500000US19081,19081,"Hancock County, Iowa",24729,1105
0500000US19083,19083,"Hardin County, Iowa",24261,1001
0500000US19085,19085,"Harrison County, Iowa",25348,1117
0500000US19087,19087,"Henry County, Iowa",23577,1419
0500000US19089,19089,"Howard County, Iowa",23541,1871
0500000US19091,19091,"Humboldt County, Iowa",26616,1879
0500000US19093,19093,"Ida County, Iowa",25363,1805
0500000US19095,19095,"Iowa County, Iowa",29053,2058
0500000US19097,19097,"Jackson County, Iowa",24253,791
0500000US19099,19099,"Jasper County, Iowa",24096,726
0500000US19101,19101,"Jefferson County, Iowa",25048,1828
0500000US19103,19103,"Johnson County, Iowa",29294,627
0500000US19105,19105,"Jones County, Iowa",24726,1136
0500000US19107,19107,"Keokuk County, Iowa",21978,894
0500000US19109,19109,"Kossuth County, Iowa",29333,2015
0500000US19111,19111,"Lee County, Iowa",22117,801
0500000US19113,19113,"Linn County, Iowa",29739,538
0500000US19115,19115,"Louisa County, Iowa",23149,2336
0500000US19117,19117,"Lucas County, Iowa",21240,1036
0500000US19119,19119,"Lyon County, Iowa",22714,1172
0500000US19121,19121,"Madison County, Iowa",27745,1678
0500000US19123,19123,"Mahaska County, Iowa",22931,922
0500000US19125,19125,"Marion County, Iowa",24898,828
0500000US19127,19127,"Marshall County, Iowa",23121,820
0500000US19129,19129,"Mills County, Iowa",27382,1530
0500000US19131,19131,"Mitchell County, Iowa",24292,971
0500000US19133,19133,"Monona County, Iowa",23844,1225
0500000US19135,19135,"Monroe County, Iowa",23291,1562
0500000US19137,19137,"Montgomery County, Iowa",22811,1103
0500000US19139,19139,"Muscatine County, Iowa",24386,805
0500000US19141,19141,"O'Brien County, Iowa",26338,2356
0500000US19143,19143,"Osceola County, Iowa",24306,1517
0500000US19145,19145,"Page County, Iowa",22895,1353
0500000US19147,19147,"Palo Alto County, Iowa",23514,1119
0500000US19149,19149,"Plymouth County, Iowa",29020,1292
0500000US19151,19151,"Pocahontas County, Iowa",24073,1178
0500000US19153,19153,"Polk County, Iowa",29973,419
0500000US19155,19155,"Pottawattamie County, Iowa",25239,554
0500000US19157,19157,"Poweshiek County, Iowa",25606,1500
0500000US19159,19159,"Ringgold County, Iowa",22382,1651
0500000US19161,19161,"Sac County, Iowa",25811,1075
0500000US19163,19163,"Scott County, Iowa",28764,583
0500000US19165,19165,"Shelby County, Iowa",25031,1384
0500000US19167,19167,"Sioux County, Iowa",23632,992
0500000US19169,19169,"Story County, Iowa",25856,654
0500000US19171,19171,"Tama County, Iowa",24127,936
0500000US19173,19173,"Taylor County, Iowa",22872,1392
0500000US19175,19175,"Union County, Iowa",21792,1272
0500000US19177,19177,"Van Buren County, Iowa",20704,1156
0500000US19179,19179,"Wapello County, Iowa",22825,844
0500000US19181,19181,"Warren County, Iowa",29282,1040
0500000US19183,19183,"Washington County, Iowa",25438,1014
0500000US19185,19185,"Wayne County, Iowa",20966,1342
0500000US19187,19187,"Webster County, Iowa",24107,912
0500000US19189,19189,"Winnebago County, Iowa",24057,1014
0500000US19191,19191,"Winneshiek County, Iowa",24564,933
0500000US19193,19193,"Woodbury County, Iowa",22921,654
0500000US19195,19195,"Worth County, Iowa",28854,3271
0500000US19197,19197,"Wright County, Iowa",24828,1596
0500000US20001,20001,"Allen County, Kansas",20521,821
0500000US20003,20003,"Anderson County, Kansas",21757,1691
0500000US20005,20005,"Atchison County, Kansas",21952,1547
0500000US20007,20007,"Barber County, Kansas",25276,1856
0500000US20009,20009,"Barton County, Kansas",25463,2144
0500000US20011,20011,"Bourbon County, Kansas",19155,1075
0500000US20013,20013,"Brown County, Kansas",20273,1031
0500000US20015,20015,"Butler County, Kansas",27081,867
0500000US20017,20017,"Chase County, Kansas",21465,2108
0500000US20019,20019,"Chautauqua County, Kansas",21544,1915
0500000US20021,20021,"Cherokee County, Kansas",19522,872
0500000US20023,20023,"Cheyenne County, Kansas",23111,1963
0500000US20025,20025,"Clark County, Kansas",26062,4929
0500000US20027,20027,"Clay County, Kansas",24286,2064
0500000US20029,20029,"Cloud County, Kansas",20056,1494
0500000US20031,20031,"Coffey County, Kansas",25935,1420
0500000US20033,20033,"Comanche County, Kansas",21954,2392
0500000US20035,20035,"Cowley County, Kansas",21245,783
0500000US20037,20037,"Crawford County, Kansas",20508,877
0500000US20039,20039,"Decatur County, Kansas",22858,1960
0500000US20041,20041,"Dickinson County, Kansas",23995,1057
0500000US20043,20043,"Doniphan County, Kansas",22427,911
0500000US20045,20045,"Douglas County, Kansas",25723,682
0500000US20047,20047,"Edwards County, Kansas",23360,2027
0500000US20049,20049,"Elk County, Kansas",19816,1861
0500000US20051,20051,"Ellis County, Kansas",24625,1333
0500000US20053,20053,"Ellsworth County, Kansas",23437,2450
0500000US20055,20055,"Finney County, Kansas",21925,1224
0500000US20057,20057,"Ford County, Kansas",20398,842
0500000US20059,20059,"Franklin County, Kansas",23193,828
0500000US20061,20061,"Geary County, Kansas",21969,1086
0500000US20063,20063,"Gove County, Kansas",24866,2257
0500000US20065,20065,"Graham County, Kansas",26971,2850
0500000US20067,20067,"Grant County, Kansas",24534,2895
0500000US20069,20069,"Gray County, Kansas",24574,1546
0500000US20071,20071,"Greeley County, Kansas",28245,5259
0500000US20073,20073,"Greenwood County, Kansas",23047,1856
0500000US20075,20075,"Hamilton County, Kansas",23559,2442
0500000US20077,20077,"Harper County, Kansas",22743,1853
0500000US20079,20079,"Harvey County, Kansas",23181,844
0500000US20081,20081,"Haskell County, Kansas",24337,2088
0500000US20083,20083,"Hodgeman County, Kansas",28353,5650
0500000US20085,20085,"Jackson County, Kansas",24693,1243
0500000US20087,20087,"Jefferson County, Kansas",26974,1198
0500000US20089,20089,"Jewell County, Kansas",22371,1244
0500000US20091,20091,"Johnson County, Kansas",38845,456
0500000US20093,20093,"Kearny County, Kansas",21298,1745
0500000US20095,20095,"Kingman County, Kansas",23870,1602
0500000US20097,20097,"Kiowa County, Kansas",23136,1991
0500000US20099,20099,"Labette County, Kansas",21509,2430
0500000US20101,20101,"Lane County, Kansas",27432,2873
0500000US20103,20103,"Leavenworth County, Kansas",26733,877
0500000US20105,20105,"Lincoln County, Kansas",23939,1905
0500000US20107,20107,"Linn County, Kansas",26860,3723
0500000US20109,20109,"Logan County, Kansas",25608,2384
0500000US20111,20111,"Lyon County, Kansas",19421,651
0500000US20113,20113,"McPherson County, Kansas",27161,1009
0500000US20115,20115,"Marion County, Kansas",21827,1217
0500000US20117,20117,"Marshall County, Kansas",22606,1161
0500000US20119,20119,"Meade County, Kansas",25644,4637
0500000US20121,20121,"Miami County, Kansas",28019,1079
0500000US20123,20123,"Mitchell County, Kansas",25789,1850
0500000US20125,20125,"Montgomery County, Kansas",21696,992
0500000US20127,20127,"Morris County, Kansas",24528,1716
0500000US20129,20129,"Morton County, Kansas",22287,2710
0500000US20131,20131,"Nemaha County, Kansas",23926,1169
0500000US20133,20133,"Neosho County, Kansas",20026,924
0500000US20135,20135,"Ness County, Kansas",30256,3243
0500000US20137,20137,"Norton County, Kansas",21518,1917
0500000US20139,20139,"Osage County, Kansas",24358,1045
0500000US20141,20141,"Osborne County, Kansas",26382,3950
0500000US20143,20143,"Ottawa County, Kansas",24426,1361
0500000US20145,20145,"Pawnee County, Kansas",21793,1960
0500000US20147,20147,"Phillips County, Kansas",23613,1197
0500000US20149,20149,"Pottawatomie County, Kansas",24988,1066
0500000US20151,20151,"Pratt County, Kansas",25902,2016
0500000US20153,20153,"Rawlins County, Kansas",26396,3409
0500000US20155,20155,"Reno County, Kansas",23196,780
0500000US20157,20157,"Republic County, Kansas",25980,1879
0500000US20159,20159,"Rice County, Kansas",22124,1867
0500000US20161,20161,"Riley County, Kansas",22230,627
0500000US20163,20163,"Rooks County, Kansas",22943,1454
0500000US20165,20165,"Rush County, Kansas",25414,2158
0500000US20167,20167,"Russell County, Kansas",27606,3455
0500000US20169,20169,"Saline County, Kansas",24537,894
0500000US20171,20171,"Scott County, Kansas",27248,3957
0500000US20173,20173,"Sedgwick County, Kansas",25856,370
0500000US20175,20175,"Seward County, Kansas",18498,888
0500000US20177,20177,"Shawnee County, Kansas",26369,479
0500000US20179,20179,"Sheridan County, Kansas",26746,2214
0500000US20181,20181,"Sherman County, Kansas",20466,2173
0500000US20183,20183,"Smith County, Kansas",26646,3085
0500000US20185,20185,"Stafford County, Kansas",23643,1567
0500000US20187,20187,"Stanton County, Kansas",22053,2521
0500000US20189,20189,"Stevens County, Kansas",25109,3293
0500000US20191,20191,"Sumner County, Kansas",23246,768
0500000US20193,20193,"Thomas County, Kansas",25942,2003
0500000US20195,20195,"Trego County, Kansas",22434,1923
0500000US20197,20197,"Wabaunsee County, Kansas",23532,1134
0500000US20199,20199,"Wallace County, Kansas",23692,2372
0500000US20201,20201,"Washington County, Kansas",22060,932
0500000US20203,20203,"Wichita County, Kansas",24533,2636
0500000US20205,20205,"Wilson County, Kansas",19454,979
0500000US20207,20207,"Woodson County, Kansas",21615,2108
0500000US20209,20209,"Wyandotte County, Kansas",19216,479
0500000US21001,21001,"Adair County, Kentucky",16824,1188
0500000US21003,21003,"Allen County, Kentucky",17827,821
0500000US21005,21005,"Anderson County, Kentucky",24846,1404
0500000US21007,21007,"Ballard County, Kentucky",24778,1742
0500000US21009,21009,"Barren County, Kentucky",19613,697
0500000US21011,21011,"Bath County, Kentucky",15985,1289
0500000US21013,21013,"Bell County, Kentucky",15140,1285
0500000US21015,21015,"Boone County, Kentucky",28640,758
0500000US21017,21017,"Bourbon County, Kentucky",22809,1505
0500000US21019,21019,"Boyd County, Kentucky",23049,1293
0500000US21021,21021,"Boyle County, Kentucky",23009,1278
0500000US21023,21023,"Bracken County, Kentucky",20788,1502
0500000US21025,21025,"Breathitt County, Kentucky",15458,1406
0500000US21027,21027,"Breckinridge County, Kentucky",17868,990
0500000US21029,21029,"Bullitt County, Kentucky",23952,682
0500000US21031,21031,"Butler County, Kentucky",17607,1171
0500000US21033,21033,"Caldwell County, Kentucky",20039,1580
0500000US21035,21035,"Calloway County, Kentucky",21269,963
0500000US21037,21037,"Campbell County, Kentucky",27063,667
0500000US21039,21039,"Carlisle County, Kentucky",20790,1575
0500000US21041,21041,"Carroll County, Kentucky",20547,1707
0500000US21043,21043,"Carter County, Kentucky",18992,1371
0500000US21045,21045,"Casey County, Kentucky",15660,937
0500000US21047,21047,"Christian County, Kentucky",18718,532
0500000US21049,21049,"Clark County, Kentucky",24343,1026
0500000US21051,21051,"Clay County, Kentucky",12825,1077
0500000US21053,21053,"Clinton County, Kentucky",15438,1789
0500000US21055,21055,"Crittenden County, Kentucky",21681,3443
0500000US21057,21057,"Cumberland County, Kentucky",16117,1410
0500000US21059,21059,"Daviess County, Kentucky",22785,562
0500000US21061,21061,"Edmonson County, Kentucky",18775,1015
0500000US21063,21063,"Elliott County, Kentucky",13226,1647
0500000US21065,21065,"Estill County, Kentucky",16653,1240
0500000US21067,21067,"Fayette County, Kentucky",29339,620
0500000US21069,21069,"Fleming County, Kentucky",18449,1270
0500000US21071,21071,"Floyd County, Kentucky",17146,885
0500000US21073,21073,"Franklin County, Kentucky",26367,787
0500000US21075,21075,"Fulton County, Kentucky",19260,1462
0500000US21077,21077,"Gallatin County, Kentucky",19032,1335
0500000US21079,21079,"Garrard County, Kentucky",19715,1041
0500000US21081,21081,"Grant County, Kentucky",21141,1525
0500000US21083,21083,"Graves County, Kentucky",20800,916
0500000US21085,21085,"Grayson County, Kentucky",18972,1171
0500000US21087,21087,"Green County, Kentucky",19981,2660
0500000US21089,21089,"Greenup County, Kentucky",22350,891
0500000US21091,21091,"Hancock County, Kentucky",21920,1324
0500000US21093,21093,"Hardin County, Kentucky",23742,651
0500000US21095,21095,"Harlan County, Kentucky",15831,788
0500000US21097,21097,"Harrison County, Kentucky",20897,1316
0500000US21099,21099,"Hart County, Kentucky",18138,2005
0500000US21101,21101,"Henderson County, Kentucky",22844,1151
0500000US21103,21103,"Henry County, Kentucky",21303,855
0500000US21105,21105,"Hickman County, Kentucky",19792,1479
0500000US21107,21107,"Hopkins County, Kentucky",22523,904
0500000US21109,21109,"Jackson County, Kentucky",15307,1340
0500000US21111,21111,"Jefferson County, Kentucky",27487,320
0500000US21113,21113,"Jessamine County, Kentucky",26416,1603
0500000US21115,21115,"Johnson County, Kentucky",19358,1617
0500000US21117,21117,"Kenton County, Kentucky",27669,615
0500000US21119,21119,"Knott County, Kentucky",17826,1096
0500000US21121,21121,"Knox County, Kentucky",14282,843
0500000US21123,21123,"Larue County, Kentucky",19159,1171
0500000US21125,21125,"Laurel County, Kentucky",20329,1014
0500000US21127,21127,"Lawrence County, Kentucky",16595,1534
0500000US21129,21129,"Lee County, Kentucky",14424,1740
0500000US21131,21131,"Leslie County, Kentucky",15909,1509
0500000US21133,21133,"Letcher County, Kentucky",17544,1068
0500000US21135,21135,"Lewis County, Kentucky",15577,1406
0500000US21137,21137,"Lincoln County, Kentucky",17331,1068
0500000US21139,21139,"Livingston County, Kentucky",19553,1451
0500000US21141,21141,"Logan County, Kentucky",19844,1106
0500000US21143,21143,"Lyon County, Kentucky",21122,1674
0500000US21145,21145,"McCracken County, Kentucky",25884,1021
0500000US21147,21147,"McCreary County, Kentucky",12213,1110
0500000US21149,21149,"McLean County, Kentucky",20494,1527
0500000US21151,21151,"Madison County, Kentucky",21652,631
0500000US21153,21153,"Magoffin County, Kentucky",14505,1173
0500000US21155,21155,"Marion County, Kentucky",18720,1141
0500000US21157,21157,"Marshall County, Kentucky",22727,993
0500000US21159,21159,"Martin County, Kentucky",14512,1744
0500000US21161,21161,"Mason County, Kentucky",21645,1855
0500000US21163,21163,"Meade County, Kentucky",20384,928
0500000US21165,21165,"Menifee County, Kentucky",14853,1798
0500000US21167,21167,"Mercer County, Kentucky",23294,1265
0500000US21169,21169,"Metcalfe County, Kentucky",17347,1422
0500000US21171,21171,"Monroe County, Kentucky",16017,1274
0500000US21173,21173,"Montgomery County, Kentucky",20123,1829
0500000US21175,21175,"Morgan County, Kentucky",16315,1197
0500000US21177,21177,"Muhlenberg County, Kentucky",20173,1213
0500000US21179,21179,"Nelson County, Kentucky",22579,1760
0500000US21181,21181,"Nicholas County, Kentucky",19036,1161
0500000US21183,21183,"Ohio County, Kentucky",18409,1461
0500000US21185,21185,"Oldham County, Kentucky",33690,1100
0500000US21187,21187,"Owen County, Kentucky",22633,2777
0500000US21189,21189,"Owsley County, Kentucky",13111,1753
0500000US21191,21191,"Pendleton County, Kentucky",22577,2305
0500000US21193,21193,"Perry County, Kentucky",19590,2212
0500000US21195,21195,"Pike County, Kentucky",19570,741
0500000US21197,21197,"Powell County, Kentucky",15131,1385
0500000US21199,21199,"Pulaski County, Kentucky",20093,815
0500000US21201,21201,"Robertson County, Kentucky",15757,2702
0500000US21203,21203,"Rockcastle County, Kentucky",15408,842
0500000US21205,21205,"Rowan County, Kentucky",16947,1079
0500000US21207,21207,"Russell County, Kentucky",17471,1234
0500000US21209,21209,"Scott County, Kentucky",27003,1065
0500000US21211,21211,"Shelby County, Kentucky",26750,1137
0500000US21213,21213,"Simpson County, Kentucky",19997,1367
0500000US21215,21215,"Spencer County, Kentucky",26507,1292
0500000US21217,21217,"Taylor County, Kentucky",17991,845
0500000US21219,21219,"Todd County, Kentucky",18242,1070
0500000US21221,21221,"Trigg County, Kentucky",25029,3761
0500000US21223,21223,"Trimble County, Kentucky",22193,1274
0500000US21225,21225,"Union County, Kentucky",18613,1170
0500000US21227,21227,"Warren County, Kentucky",23537,888
0500000US21229,21229,"Washington County, Kentucky",19956,1091
0500000US21231,21231,"Wayne County, Kentucky",15239,959
0500000US21233,21233,"Webster County, Kentucky",19604,1117
0500000US21235,21235,"Whitley County, Kentucky",15939,927
0500000US21237,21237,"Wolfe County, Kentucky",12528,1306
0500000US21239,21239,"Woodford County, Kentucky",29314,1712
0500000US22001,22001,"Acadia Parish, Louisiana",19369,700
0500000US22003,22003,"Allen Parish, Louisiana",19012,937
0500000US22005,22005,"Ascension Parish, Louisiana",28160,759
0500000US22007,22007,"Assumption Parish, Louisiana",22073,1170
0500000US22009,22009,"Avoyelles Parish, Louisiana",18518,1005
0500000US22011,22011,"Beauregard Parish, Louisiana",22428,826
0500000US22013,22013,"Bienville Parish, Louisiana",18851,1053
0500000US22015,22015,"Bossier Parish, Louisiana",26923,819
0500000US22017,22017,"Caddo Parish, Louisiana",24432,533
0500000US22019,22019,"Calcasieu Parish, Louisiana",24255,510
0500000US22021,22021,"Caldwell Parish, Louisiana",23166,2668
0500000US22023,22023,"Cameron Parish, Louisiana",26032,2743
0500000US22025,22025,"Catahoula Parish, Louisiana",20178,2083
0500000US22027,22027,"Claiborne Parish, Louisiana",17556,1144
0500000US22029,22029,"Concordia Parish, Louisiana",18004,1276
0500000US22031,22031,"De Soto Parish, Louisiana",21610,1076
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",27267,509
0500000US22035,22035,"East Carroll Parish, Louisiana",12870,1913
0500000US22037,22037,"East Feliciana Parish, Louisiana",21474,1381
0500000US22039,22039,"Evangeline Parish, Louisiana",17784,1167
0500000US22041,22041,"Franklin Parish, Louisiana",19108,1258
0500000US22043,22043,"Grant Parish, Louisiana",18737,1132
0500000US22045,22045,"Iberia Parish, Louisiana",22302,1080
0500000US22047,22047,"Iberville Parish, Louisiana",21391,2053
0500000US22049,22049,"Jackson Parish, Louisiana",19496,1129
0500000US22051,22051,"Jefferson Parish, Louisiana",26596,318
0500000US22053,22053,"Jefferson Davis Parish, Louisiana",21142,975
0500000US22055,22055,"Lafayette Parish, Louisiana",28547,668
0500000US22057,22057,"Lafourche Parish, Louisiana",24553,832
0500000US22059,22059,"LaSalle Parish, Louisiana",23142,1411
0500000US22061,22061,"Lincoln Parish, Louisiana",20450,1311
0500000US22063,22063,"Livingston Parish, Louisiana",24885,888
0500000US22065,22065,"Madison Parish, Louisiana",13886,1119
0500000US22067,22067,"Morehouse Parish, Louisiana",16518,766
0500000US22069,22069,"Natchitoches Parish, Louisiana",20394,821
0500000US22071,22071,"Orleans Parish, Louisiana",26131,501
0500000US22073,22073,"Ouachita Parish, Louisiana",22343,738
0500000US22075,22075,"Plaquemines Parish, Louisiana",25885,1275
0500000US22077,22077,"Pointe Coupee Parish, Louisiana",22671,1347
0500000US22079,22079,"Rapides Parish, Louisiana",22038,834
0500000US22081,22081,"Red River Parish, Louisiana",19561,2120
0500000US22083,22083,"Richland Parish, Louisiana",18560,1066
0500000US22085,22085,"Sabine Parish, Louisiana",21835,1483
0500000US22087,22087,"St. Bernard Parish, Louisiana",20333,766
0500000US22089,22089,"St. Charles Parish, Louisiana",26308,801
0500000US22091,22091,"St. Helena Parish, Louisiana",17814,1628
0500000US22093,22093,"St. James Parish, Louisiana",23972,1240
0500000US22095,22095,"St. John the Baptist Parish, Louisiana",21604,680
0500000US22097,22097,"St. Landry Parish, Louisiana",19464,648
0500000US22099,22099,"St. Martin Parish, Louisiana",21419,1092
0500000US22101,22101,"St. Mary Parish, Louisiana",21088,805
0500000US22103,22103,"St. Tammany Parish, Louisiana",30474,577
0500000US22105,22105,"Tangipahoa Parish, Louisiana",20793,667
0500000US22107,22107,"Tensas Parish, Louisiana",17021,1974
0500000US22109,22109,"Terrebonne Parish, Louisiana",23885,887
0500000US22111,22111,"Union Parish, Louisiana",19906,1088
0500000US22113,22113,"Vermilion Parish, Louisiana",22569,792
0500000US22115,22115,"Vernon Parish, Louisiana",21548,479
0500000US22117,22117,"Washington Parish, Louisiana",17294,849
0500000US22119,22119,"Webster Parish, Louisiana",20231,1110
0500000US22121,22121,"West Baton Rouge Parish, Louisiana",24641,1350
0500000US22123,22123,"West Carroll Parish, Louisiana",18588,1638
0500000US22125,22125,"West Feliciana Parish, Louisiana",20475,1766
0500000US22127,22127,"Winn Parish, Louisiana",16678,1228
0500000US23001,23001,"Androscoggin County, Maine",24268,760
0500000US23003,23003,"Aroostook County, Maine",21024,414
0500000US23005,23005,"Cumberland County, Maine",32549,571
0500000US23007,23007,"Franklin County, Maine",21744,876
0500000US23009,23009,"Hancock County, Maine",28071,966
0500000US23011,23011,"Kennebec County, Maine",25652,594
0500000US23013,23013,"Knox County, Maine",27141,1130
0500000US23015,23015,"Lincoln County, Maine",27839,943
0500000US23017,23017,"Oxford County, Maine",21885,886
0500000US23019,23019,"Penobscot County, Maine",23307,400
0500000US23021,23021,"Piscataquis County, Maine",21292,1195
0500000US23023,23023,"Sagadahoc County, Maine",28122,899
0500000US23025,23025,"Somerset County, Maine",21025,645
0500000US23027,23027,"Waldo County, Maine",23020,744
0500000US23029,23029,"Washington County, Maine",20015,540
0500000US23031,23031,"York County, Maine",28496,548
0500000US24001,24001,"Allegany County, Maryland",21677,882
0500000US24003,24003,"Anne Arundel County, Maryland",40323,485
0500000US24005,24005,"Baltimore County, Maryland",34447,358
0500000US24009,24009,"Calvert County, Maryland",37641,840
0500000US24011,24011,"Caroline County, Maryland",25300,929
0500000US24013,24013,"Carroll County, Maryland",35242,613
0500000US24015,24015,"Cecil County, Maryland",29025,764
0500000US24017,24017,"Charles County, Maryland",37157,726
0500000US24019,24019,"Dorchester County, Maryland",26505,1284
0500000US24021,24021,"Frederick County, Maryland",36472,528
0500000US24023,24023,"Garrett County, Maryland",24904,1316
0500000US24025,24025,"Harford County, Maryland",34953,531
0500000US24027,24027,"Howard County, Maryland",47662,666
0500000US24029,24029,"Kent County, Maryland",32579,4584
0500000US24031,24031,"Montgomery County, Maryland",48690,457
0500000US24033,24033,"Prince George's County, Maryland",32254,238
0500000US24035,24035,"Queen Anne's County, Maryland",36526,1206
0500000US24037,24037,"St. Mary's County, Maryland",35546,1040
0500000US24039,24039,"Somerset County, Maryland",17168,2232
0500000US24041,24041,"Talbot County, Maryland",37767,1751
0500000US24043,24043,"Washington County, Maryland",26356,642
0500000US24045,24045,"Wicomico County, Maryland",25417,707
0500000US24047,24047,"Worcester County, Maryland",32704,1909
0500000US24510,24510,"Baltimore city, Maryland",24155,337
0500000US25001,25001,"Barnstable County, Massachusetts",36060,774
0500000US25003,25003,"Berkshire County, Massachusetts",28939,659
0500000US25005,25005,"Bristol County, Massachusetts",28744,343
0500000US25007,25007,"Dukes County, Massachusetts",33125,3077
0500000US25009,25009,"Essex County, Massachusetts",35369,391
0500000US25011,25011,"Franklin County, Massachusetts",28841,703
0500000US25013,25013,"Hampden County, Massachusetts",25646,353
0500000US25015,25015,"Hampshire County, Massachusetts",29246,608
0500000US25017,25017,"Middlesex County, Massachusetts",42289,302
0500000US25019,25019,"Nantucket County, Massachusetts",48183,6197
0500000US25021,25021,"Norfolk County, Massachusetts",44191,518
0500000US25023,25023,"Plymouth County, Massachusetts",34800,471
0500000US25025,25025,"Suffolk County, Massachusetts",32429,415
0500000US25027,25027,"Worcester County, Massachusetts",31609,282
0500000US26001,26001,"Alcona County, Michigan",22069,1003
0500000US26003,26003,"Alger County, Michigan",19117,1033
0500000US26005,26005,"Allegan County, Michigan",23719,679
0500000US26007,26007,"Alpena County, Michigan",22414,942
0500000US26009,26009,"Antrim County, Michigan",24054,1191
0500000US26011,26011,"Arenac County, Michigan",20048,705
0500000US26013,26013,"Baraga County, Michigan",17818,1492
0500000US26015,26015,"Barry County, Michigan",24995,920
0500000US26017,26017,"Bay County, Michigan",23694,512
0500000US26019,26019,"Benzie County, Michigan",24420,973
0500000US26021,26021,"Berrien County, Michigan",24526,735
0500000US26023,26023,"Branch County, Michigan",19633,771
0500000US26025,26025,"Calhoun County, Michigan",22525,592
0500000US26027,26027,"Cass County, Michigan",23238,712
0500000US26029,26029,"Charlevoix County, Michigan",27487,1186
0500000US26031,26031,"Cheboygan County, Michigan",23276,1494
0500000US26033,26033,"Chippewa County, Michigan",20410,863
0500000US26035,26035,"Clare County, Michigan",18702,647
0500000US26037,26037,"Clinton County, Michigan",28142,891
0500000US26039,26039,"Crawford County, Michigan",21515,1316
0500000US26041,26041,"Delta County, Michigan",22064,623
0500000US26043,26043,"Dickinson County, Michigan",24682,1662
0500000US26045,26045,"Eaton County, Michigan",26591,509
0500000US26047,26047,"Emmet County, Michigan",29857,1994
0500000US26049,26049,"Genesee County, Michigan",22526,345
0500000US26051,26051,"Gladwin County, Michigan",21066,740
0500000US26053,26053,"Gogebic County, Michigan",20853,1443
0500000US26055,26055,"Grand Traverse County, Michigan",27646,955
0500000US26057,26057,"Gratiot County, Michigan",18992,821
0500000US26059,26059,"Hillsdale County, Michigan",20223,526
0500000US26061,26061,"Houghton County, Michigan",18986,629
0500000US26063,26063,"Huron County, Michigan",21725,491
0500000US26065,26065,"Ingham County, Michigan",24406,338
0500000US26067,26067,"Ionia County, Michigan",19999,510
0500000US26069,26069,"Iosco County, Michigan",22522,1665
0500000US26071,26071,"Iron County, Michigan",20803,891
0500000US26073,26073,"Isabella County, Michigan",18988,529
0500000US26075,26075,"Jackson County, Michigan",22388,444
0500000US26077,26077,"Kalamazoo County, Michigan",25860,497
0500000US26079,26079,"Kalkaska County, Michigan",19858,638
0500000US26081,26081,"Kent County, Michigan",25541,297
0500000US26083,26083,"Keweenaw County, Michigan",25296,2085
