GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
0500000US19023,19023,"Butler County, Iowa",110500,4326
0500000US19025,19025,"Calhoun County, Iowa",76900,3566
0500000US19027,19027,"Carroll County, Iowa",121800,5206
0500000US19029,19029,"Cass County, Iowa",91600,2993
0500000US19031,19031,"Cedar County, Iowa",138600,5226
0500000US19033,19033,"Cerro Gordo County, Iowa",115900,3894
0500000US19035,19035,"Cherokee County, Iowa",86300,3108
0500000US19037,19037,"Chickasaw County, Iowa",103700,6885
0500000US19039,19039,"Clarke County, Iowa",94900,11401
0500000US19041,19041,"Clay County, Iowa",111600,8639
0500000US19043,19043,"Clayton County, Iowa",111500,4082
0500000US19045,19045,"Clinton County, Iowa",110900,3855
0500000US19047,19047,"Crawford County, Iowa",88800,6069
0500000US19049,19049,"Dallas County, Iowa",204700,4745
0500000US19051,19051,"Davis County, Iowa",104500,6484
0500000US19053,19053,"Decatur County, Iowa",79200,4615
0500000US19055,19055,"Delaware County, Iowa",123200,5671
0500000US19057,19057,"Des Moines County, Iowa",98000,2235
0500000US19059,19059,"Dickinson County, Iowa",170500,11699
0500000US19061,19061,"Dubuque County, Iowa",153000,2628
0500000US19063,19063,"Emmet County, Iowa",84700,4447
0500000US19065,19065,"Fayette County, Iowa",89600,3587
0500000US19067,19067,"Floyd County, Iowa",104600,6588
0500000US19069,19069,"Franklin County, Iowa",86400,2841
0500000US19071,19071,"Fremont County, Iowa",99300,7195
0500000US19073,19073,"Greene County, Iowa",86400,4893
0500000US19075,19075,"Grundy County, Iowa",127100,5717
0500000US19077,19077,"Guthrie County, Iowa",104600,6151
0500000US19079,19079,"Hamilton County, Iowa",95900,4146
0500000US19081,19081,"Hancock County, Iowa",95500,5786
0500000US19083,19083,"Hardin County, Iowa",90400,4045
0500000US19085,19085,"Harrison County, Iowa",107800,5246
0500000US19087,19087,"Henry County, Iowa",106100,5738
0500000US19089,19089,"Howard County, Iowa",98300,12765
0500000US19091,19091,"Humboldt County, Iowa",90200,4640
0500000US19093,19093,"Ida County, Iowa",88100,7446
0500000US19095,19095,"Iowa County, Iowa",139500,7154
0500000US19097,19097,"Jackson County, Iowa",116400,4631
0500000US19099,19099,"Jasper County, Iowa",118600,4393
0500000US19101,19101,"Jefferson County, Iowa",110700,7515
0500000US19103,19103,"Johnson County, Iowa",202400,4361
0500000US19105,19105,"Jones County, Iowa",130300,9367
0500000US19107,19107,"Keokuk County, Iowa",79500,2979
0500000US19109,19109,"Kossuth County, Iowa",95800,5445
0500000US19111,19111,"Lee County, Iowa",88100,2651
0500000US19113,19113,"Linn County, Iowa",148600,1853
0500000US19115,19115,"Louisa County, Iowa",102400,7490
0500000US19117,19117,"Lucas County, Iowa",84700,4575
0500000US19119,19119,"Lyon County, Iowa",118900,7885
0500000US19121,19121,"Madison County, Iowa",163000,6753
0500000US19123,19123,"Mahaska County, Iowa",109100,4915
0500000US19125,19125,"Marion County, Iowa",144800,6177
0500000US19127,19127,"Marshall County, Iowa",104600,3392
0500000US19129,19129,"Mills County, Iowa",154200,6183
0500000US19131,19131,"Mitchell County, Iowa",110500,7134
0500000US19133,19133,"Monona County, Iowa",80100,5510
0500000US19135,19135,"Monroe County, Iowa",93400,9664
0500000US19137,19137,"Montgomery County, Iowa",80700,5093
0500000US19139,19139,"Muscatine County, Iowa",126600,4313
0500000US19141,19141,"O'Brien County, Iowa",107800,6375
0500000US19143,19143,"Osceola County, Iowa",85900,5371
0500000US19145,19145,"Page County, Iowa",85800,4382
0500000US19147,19147,"Palo Alto County, Iowa",86600,3701
0500000US19149,19149,"Plymouth County, Iowa",143000,6310
0500000US19151,19151,"Pocahontas County, Iowa",70800,4227
0500000US19153,19153,"Polk County, Iowa",161100,1286
0500000US19155,19155,"Pottawattamie County, Iowa",128500,3857
0500000US19157,19157,"Poweshiek County, Iowa",128100,9452
0500000US19159,19159,"Ringgold County, Iowa",75700,4837
0500000US19161,19161,"Sac County, Iowa",83200,3695
0500000US19163,19163,"Scott County, Iowa",150900,2441
0500000US19165,19165,"Shelby County, Iowa",107900,5039
0500000US19167,19167,"Sioux County, Iowa",147700,6376
0500000US19169,19169,"Story County, Iowa",167800,3074
0500000US19171,19171,"Tama County, Iowa",103300,3310
0500000US19173,19173,"Taylor County, Iowa",74800,4698
0500000US19175,19175,"Union County, Iowa",88100,4679
0500000US19177,19177,"Van Buren County, Iowa",80400,3916
0500000US19179,19179,"Wapello County, Iowa",81400,2513
0500000US19181,19181,"Warren County, Iowa",165200,3240
0500000US19183,19183,"Washington County, Iowa",127500,7853
0500000US19185,19185,"Wayne County, Iowa",73200,6041
0500000US19187,19187,"Webster County, Iowa",90000,4070
0500000US19189,19189,"Winnebago County, Iowa",93300,4542
0500000US19191,19191,"Winneshiek County, Iowa",159400,4552
0500000US19193,19193,"Woodbury County, Iowa",104300,2771
0500000US19195,19195,"Worth County, Iowa",95100,4492
0500000US19197,19197,"Wright County, Iowa",76700,5659
0500000US20001,20001,"Allen County, Kansas",73700,5137
0500000US20003,20003,"Anderson County, Kansas",91200,10384
0500000US20005,20005,"Atchison County, Kansas",100300,12184
0500000US20007,20007,"Barber County, Kansas",77400,8317
0500000US20009,20009,"Barton County, Kansas",83700,3152
0500000US20011,20011,"Bourbon County, Kansas",82300,4657
0500000US20013,20013,"Brown County, Kansas",86000,4588
0500000US20015,20015,"Butler County, Kansas",137800,3796
0500000US20017,20017,"Chase County, Kansas",83200,7205
0500000US20019,20019,"Chautauqua County, Kansas",53900,7285
0500000US20021,20021,"Cherokee County, Kansas",74800,4261
0500000US20023,20023,"Cheyenne County, Kansas",84500,4713
0500000US20025,20025,"Clark County, Kansas",67300,7327
0500000US20027,20027,"Clay County, Kansas",99400,11582
0500000US20029,20029,"Cloud County, Kansas",72500,6154
0500000US20031,20031,"Coffey County, Kansas",107300,8738
0500000US20033,20033,"Comanche County, Kansas",65900,7169
0500000US20035,20035,"Cowley County, Kansas",83000,3177
0500000US20037,20037,"Crawford County, Kansas",85100,3428
0500000US20039,20039,"Decatur County, Kansas",61400,7266
0500000US20041,20041,"Dickinson County, Kansas",110300,7344
0500000US20043,20043,"Doniphan County, Kansas",92000,8070
0500000US20045,20045,"Douglas County, Kansas",181900,3509
0500000US20047,20047,"Edwards County, Kansas",58000,4072
0500000US20049,20049,"Elk County, Kansas",48800,5193
0500000US20051,20051,"Ellis County, Kansas",155900,4354
0500000US20053,20053,"Ellsworth County, Kansas",85700,4438
0500000US20055,20055,"Finney County, Kansas",122700,4607
0500000US20057,20057,"Ford County, Kansas",103600,5636
0500000US20059,20059,"Franklin County, Kansas",118200,3980
0500000US20061,20061,"Geary County, Kansas",136100,7798
0500000US20063,20063,"Gove County, Kansas",77800,3262
0500000US20065,20065,"Graham County, Kansas",72000,6758
0500000US20067,20067,"Grant County, Kansas",101000,10569
0500000US20069,20069,"Gray County, Kansas",115300,8044
0500000US20071,20071,"Greeley County, Kansas",89100,22703
0500000US20073,20073,"Greenwood County, Kansas",59300,4123
0500000US20075,20075,"Hamilton County, Kansas",88100,7151
0500000US20077,20077,"Harper County, Kansas",66200,3593
0500000US20079,20079,"Harvey County, Kansas",120600,4889
0500000US20081,20081,"Haskell County, Kansas",114800,9406
0500000US20083,20083,"Hodgeman County, Kansas",85900,4178
0500000US20085,20085,"Jackson County, Kansas",121000,5836
0500000US20087,20087,"Jefferson County, Kansas",130100,7121
0500000US20089,20089,"Jewell County, Kansas",53200,3755
0500000US20091,20091,"Johnson County, Kansas",222400,1635
0500000US20093,20093,"Kearny County, Kansas",91000,8028
0500000US20095,20095,"Kingman County, Kansas",90200,7353
0500000US20097,20097,"Kiowa County, Kansas",118400,27370
0500000US20099,20099,"Labette County, Kansas",75300,3915
0500000US20101,20101,"Lane County, Kansas",74700,9407
0500000US20103,20103,"Leavenworth County, Kansas",168900,4860
0500000US20105,20105,"Lincoln County, Kansas",69300,3841
0500000US20107,20107,"Linn County, Kansas",90500,9446
0500000US20109,20109,"Logan County, Kansas",80500,6845
0500000US20111,20111,"Lyon County, Kansas",94500,4453
0500000US20113,20113,"McPherson County, Kansas",138800,4210
0500000US20115,20115,"Marion County, Kansas",82600,4549
0500000US20117,20117,"Marshall County, Kansas",92000,5558
0500000US20119,20119,"Meade County, Kansas",91100,4691
0500000US20121,20121,"Miami County, Kansas",173400,7023
0500000US20123,20123,"Mitchell County, Kansas",90000,7448
0500000US20125,20125,"Montgomery County, Kansas",71600,2905
0500000US20127,20127,"Morris County, Kansas",89500,5993
0500000US20129,20129,"Morton County, Kansas",105600,9198
0500000US20131,20131,"Nemaha County, Kansas",110400,8502
0500000US20133,20133,"Neosho County, Kansas",74500,5410
0500000US20135,20135,"Ness County, Kansas",68800,4446
0500000US20137,20137,"Norton County, Kansas",69700,8846
0500000US20139,20139,"Osage County, Kansas",101800,5227
0500000US20141,20141,"Osborne County, Kansas",60100,7024
0500000US20143,20143,"Ottawa County, Kansas",92800,7593
0500000US20145,20145,"Pawnee County, Kansas",77200,5699
0500000US20147,20147,"Phillips County, Kansas",76500,5155
0500000US20149,20149,"Pottawatomie County, Kansas",165900,7626
0500000US20151,20151,"Pratt County, Kansas",86300,5225
0500000US20153,20153,"Rawlins County, Kansas",81500,8115
0500000US20155,20155,"Reno County, Kansas",96100,2525
0500000US20157,20157,"Republic County, Kansas",55400,4629
0500000US20159,20159,"Rice County, Kansas",74200,4760
0500000US20161,20161,"Riley County, Kansas",184500,5159
0500000US20163,20163,"Rooks County, Kansas",74600,6210
0500000US20165,20165,"Rush County, Kansas",66700,6428
0500000US20167,20167,"Russell County, Kansas",85100,5153
0500000US20169,20169,"Saline County, Kansas",123200,3474
0500000US20171,20171,"Scott County, Kansas",133500,10991
0500000US20173,20173,"Sedgwick County, Kansas",128000,1190
0500000US20175,20175,"Seward County, Kansas",89400,6419
0500000US20177,20177,"Shawnee County, Kansas",125900,2334
0500000US20179,20179,"Sheridan County, Kansas",91400,8421
0500000US20181,20181,"Sherman County, Kansas",80400,7146
0500000US20183,20183,"Smith County, Kansas",65200,3591
0500000US20185,20185,"Stafford County, Kansas",64900,4176
0500000US20187,20187,"Stanton County, Kansas",76900,11483
0500000US20189,20189,"Stevens County, Kansas",98600,23613
0500000US20191,20191,"Sumner County, Kansas",84200,3178
0500000US20193,20193,"Thomas County, Kansas",110100,11020
0500000US20195,20195,"Trego County, Kansas",82000,8984
0500000US20197,20197,"Wabaunsee County, Kansas",112700,8008
0500000US20199,20199,"Wallace County, Kansas",82500,8984
0500000US20201,20201,"Washington County, Kansas",73900,4647
0500000US20203,20203,"Wichita County, Kansas",81800,13918
0500000US20205,20205,"Wilson County, Kansas",61700,5148
0500000US20207,20207,"Woodson County, Kansas",52100,8346
0500000US20209,20209,"Wyandotte County, Kansas",90100,1801
0500000US21001,21001,"Adair County, Kentucky",86100,3850
0500000US21003,21003,"Allen County, Kentucky",98200,5088
0500000US21005,21005,"Anderson County, Kentucky",136300,5795
0500000US21007,21007,"Ballard County, Kentucky",108400,8242
0500000US21009,21009,"Barren County, Kentucky",108300,4375
0500000US21011,21011,"Bath County, Kentucky",73500,6495
0500000US21013,21013,"Bell County, Kentucky",59800,4318
0500000US21015,21015,"Boone County, Kentucky",178300,3105
0500000US21017,21017,"Bourbon County, Kentucky",140500,7094
0500000US21019,21019,"Boyd County, Kentucky",100700,5728
0500000US21021,21021,"Boyle County, Kentucky",136900,5920
0500000US21023,21023,"Bracken County, Kentucky",96200,6251
0500000US21025,21025,"Breathitt County, Kentucky",49600,4101
0500000US21027,21027,"Breckinridge County, Kentucky",91600,5717
0500000US21029,21029,"Bullitt County, Kentucky",149000,2982
0500000US21031,21031,"Butler County, Kentucky",92300,12555
0500000US21033,21033,"Caldwell County, Kentucky",95600,8120
0500000US21035,21035,"Calloway County, Kentucky",123400,5457
0500000US21037,21037,"Campbell County, Kentucky",156600,3103
0500000US21039,21039,"Carlisle County, Kentucky",78800,6184
0500000US21041,21041,"Carroll County, Kentucky",104200,12928
0500000US21043,21043,"Carter County, Kentucky",81000,4778
0500000US21045,21045,"Casey County, Kentucky",76000,6340
0500000US21047,21047,"Christian County, Kentucky",109200,4723
0500000US21049,21049,"Clark County, Kentucky",138000,4661
0500000US21051,21051,"Clay County, Kentucky",54500,4949
0500000US21053,21053,"Clinton County, Kentucky",65900,5530
0500000US21055,21055,"Crittenden County, Kentucky",78500,5529
0500000US21057,21057,"Cumberland County, Kentucky",82100,9046
0500000US21059,21059,"Daviess County, Kentucky",119400,3336
0500000US21061,21061,"Edmonson County, Kentucky",86600,7324
0500000US21063,21063,"Elliott County, Kentucky",70700,5941
0500000US21065,21065,"Estill County, Kentucky",74200,8024
0500000US21067,21067,"Fayette County, Kentucky",170800,1621
0500000US21069,21069,"Fleming County, Kentucky",86400,5215
0500000US21071,21071,"Floyd County, Kentucky",69400,5156
0500000US21073,21073,"Franklin County, Kentucky",138800,3808
0500000US21075,21075,"Fulton County, Kentucky",61600,5159
0500000US21077,21077,"Gallatin County, Kentucky",108700,8657
0500000US21079,21079,"Garrard County, Kentucky",129500,9459
0500000US21081,21081,"Grant County, Kentucky",122000,7972
0500000US21083,21083,"Graves County, Kentucky",94400,3887
0500000US21085,21085,"Grayson County, Kentucky",102700,6145
0500000US21087,21087,"Green County, Kentucky",75000,3889
0500000US21089,21089,"Greenup County, Kentucky",99700,3653
0500000US21091,21091,"Hancock County, Kentucky",105600,8163
0500000US21093,21093,"Hardin County, Kentucky",145700,3375
0500000US21095,21095,"Harlan County, Kentucky",52700,3250
0500000US21097,21097,"Harrison County, Kentucky",123700,8111
0500000US21099,21099,"Hart County, Kentucky",83600,5362
0500000US21101,21101,"Henderson County, Kentucky",113500,4421
0500000US21103,21103,"Henry County, Kentucky",122300,6671
0500000US21105,21105,"Hickman County, Kentucky",68200,8224
0500000US21107,21107,"Hopkins County, Kentucky",92500,4962
0500000US21109,21109,"Jackson County, Kentucky",79400,13381
0500000US21111,21111,"Jefferson County, Kentucky",154100,1093
0500000US21113,21113,"Jessamine County, Kentucky",160500,5201
0500000US21115,21115,"Johnson County, Kentucky",83800,7816
0500000US21117,21117,"Kenton County, Kentucky",147000,2581
0500000US21119,21119,"Knott County, Kentucky",50900,4071
0500000US21121,21121,"Knox County, Kentucky",77000,5060
0500000US21123,21123,"Larue County, Kentucky",111600,9234
0500000US21125,21125,"Laurel County, Kentucky",99900,4755
0500000US21127,21127,"Lawrence County, Kentucky",82800,6689
0500000US21129,21129,"Lee County, Kentucky",63800,6486
0500000US21131,21131,"Leslie County, Kentucky",44200,5474
0500000US21133,21133,"Letcher County, Kentucky",57300,3782
0500000US21135,21135,"Lewis County, Kentucky",63500,5596
0500000US21137,21137,"Lincoln County, Kentucky",89400,4984
0500000US21139,21139,"Livingston County, Kentucky",88700,6816
0500000US21141,21141,"Logan County, Kentucky",96500,7101
0500000US21143,21143,"Lyon County, Kentucky",129400,24021
0500000US21145,21145,"McCracken County, Kentucky",127600,6006
0500000US21147,21147,"McCreary County, Kentucky",62500,4894
0500000US21149,21149,"McLean County, Kentucky",98200,9619
0500000US21151,21151,"Madison County, Kentucky",147400,4393
0500000US21153,21153,"Magoffin County, Kentucky",56500,7202
0500000US21155,21155,"Marion County, Kentucky",99700,5817
0500000US21157,21157,"Marshall County, Kentucky",115300,6230
0500000US21159,21159,"Martin County, Kentucky",75600,8085
0500000US21161,21161,"Mason County, Kentucky",105600,8451
0500000US21163,21163,"Meade County, Kentucky",134700,8254
0500000US21165,21165,"Menifee County, Kentucky",78500,4900
0500000US21167,21167,"Mercer County, Kentucky",134000,5966
0500000US21169,21169,"Metcalfe County, Kentucky",77600,5452
0500000US21171,21171,"Monroe County, Kentucky",71600,3936
0500000US21173,21173,"Montgomery County, Kentucky",114500,5766
0500000US21175,21175,"Morgan County, Kentucky",76900,4034
0500000US21177,21177,"Muhlenberg County, Kentucky",81400,5034
0500000US21179,21179,"Nelson County, Kentucky",139000,5721
0500000US21181,21181,"Nicholas County, Kentucky",86200,6199
0500000US21183,21183,"Ohio County, Kentucky",85400,4427
0500000US21185,21185,"Oldham County, Kentucky",250500,6940
0500000US21187,21187,"Owen County, Kentucky",97000,5942
0500000US21189,21189,"Owsley County, Kentucky",66200,16254
0500000US21191,21191,"Pendleton County, Kentucky",102100,9155
0500000US21193,21193,"Perry County, Kentucky",72800,4146
0500000US21195,21195,"Pike County, Kentucky",73100,3405
0500000US21197,21197,"Powell County, Kentucky",80200,7921
0500000US21199,21199,"Pulaski County, Kentucky",109100,4252
0500000US21201,21201,"Robertson County, Kentucky",115000,12270
0500000US21203,21203,"Rockcastle County, Kentucky",75100,5079
0500000US21205,21205,"Rowan County, Kentucky",117300,9263
0500000US21207,21207,"Russell County, Kentucky",88600,7336
0500000US21209,21209,"Scott County, Kentucky",167700,3965
0500000US21211,21211,"Shelby County, Kentucky",176800,7347
0500000US21213,21213,"Simpson County, Kentucky",119700,9453
0500000US21215,21215,"Spencer County, Kentucky",186100,12080
0500000US21217,21217,"Taylor County, Kentucky",104300,6397
0500000US21219,21219,"Todd County, Kentucky",89700,7867
0500000US21221,21221,"Trigg County, Kentucky",116600,8221
0500000US21223,21223,"Trimble County, Kentucky",114400,9029
0500000US21225,21225,"Union County, Kentucky",82100,6965
0500000US21227,21227,"Warren County, Kentucky",146100,4085
0500000US21229,21229,"Washington County, Kentucky",100700,6480
0500000US21231,21231,"Wayne County, Kentucky",80700,5916
0500000US21233,21233,"Webster County, Kentucky",78700,5217
0500000US21235,21235,"Whitley County, Kentucky",79100,5038
0500000US21237,21237,"Wolfe County, Kentucky",64000,8664
0500000US21239,21239,"Woodford County, Kentucky",182700,5373
0500000US22001,22001,"Acadia Parish, Louisiana",91600,4487
0500000US22003,22003,"Allen Parish, Louisiana",82700,5976
0500000US22005,22005,"Ascension Parish, Louisiana",172300,3676
0500000US22007,22007,"Assumption Parish, Louisiana",108600,7123
0500000US22009,22009,"Avoyelles Parish, Louisiana",93000,6253
0500000US22011,22011,"Beauregard Parish, Louisiana",108700,8746
0500000US22013,22013,"Bienville Parish, Louisiana",78300,4656
0500000US22015,22015,"Bossier Parish, Louisiana",158400,4005
0500000US22017,22017,"Caddo Parish, Louisiana",132400,4030
0500000US22019,22019,"Calcasieu Parish, Louisiana",126600,3756
0500000US22021,22021,"Caldwell Parish, Louisiana",61200,7768
0500000US22023,22023,"Cameron Parish, Louisiana",94800,15680
0500000US22025,22025,"Catahoula Parish, Louisiana",73700,5744
0500000US22027,22027,"Claiborne Parish, Louisiana",76100,6408
0500000US22029,22029,"Concordia Parish, Louisiana",77800,8948
0500000US22031,22031,"De Soto Parish, Louisiana",103600,8023
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",173200,1886
0500000US22035,22035,"East Carroll Parish, Louisiana",55900,8404
0500000US22037,22037,"East Feliciana Parish, Louisiana",137100,15261
0500000US22039,22039,"Evangeline Parish, Louisiana",86600,5399
0500000US22041,22041,"Franklin Parish, Louisiana",82100,4988
0500000US22043,22043,"Grant Parish, Louisiana",87200,5985
0500000US22045,22045,"Iberia Parish, Louisiana",100300,5865
0500000US22047,22047,"Iberville Parish, Louisiana",115500,8965
0500000US22049,22049,"Jackson Parish, Louisiana",85300,7014
0500000US22051,22051,"Jefferson Parish, Louisiana",173500,1477
0500000US22053,22053,"Jefferson Davis Parish, Louisiana",97600,6906
0500000US22055,22055,"Lafayette Parish, Louisiana",168300,2410
0500000US22057,22057,"Lafourche Parish, Louisiana",138200,6320
0500000US22059,22059,"LaSalle Parish, Louisiana",69100,7105
0500000US22061,22061,"Lincoln Parish, Louisiana",141300,11550
0500000US22063,22063,"Livingston Parish, Louisiana",152700,3005
0500000US22065,22065,"Madison Parish, Louisiana",62000,4727
0500000US22067,22067,"Morehouse Parish, Louisiana",80500,4394
0500000US22069,22069,"Natchitoches Parish, Louisiana",105400,8159
0500000US22071,22071,"Orleans Parish, Louisiana",197000,3029
0500000US22073,22073,"Ouachita Parish, Louisiana",128500,4377
0500000US22075,22075,"Plaquemines Parish, Louisiana",153700,16658
0500000US22077,22077,"Pointe Coupee Parish, Louisiana",121400,6200
0500000US22079,22079,"Rapides Parish, Louisiana",129000,4737
0500000US22081,22081,"Red River Parish, Louisiana",83900,3800
0500000US22083,22083,"Richland Parish, Louisiana",86900,5195
0500000US22085,22085,"Sabine Parish, Louisiana",78900,5655
0500000US22087,22087,"St. Bernard Parish, Louisiana",133400,3647
0500000US22089,22089,"St. Charles Parish, Louisiana",190200,7080
0500000US22091,22091,"St. Helena Parish, Louisiana",89900,29792
0500000US22093,22093,"St. James Parish, Louisiana",134500,9810
0500000US22095,22095,"St. John the Baptist Parish, Louisiana",151000,5389
0500000US22097,22097,"St. Landry Parish, Louisiana",95200,4243
0500000US22099,22099,"St. Martin Parish, Louisiana",108900,7269
0500000US22101,22101,"St. Mary Parish, Louisiana",95500,5306
0500000US22103,22103,"St. Tammany Parish, Louisiana",202000,3576
0500000US22105,22105,"Tangipahoa Parish, Louisiana",143300,6435
0500000US22107,22107,"Tensas Parish, Louisiana",57200,4277
0500000US22109,22109,"Terrebonne Parish, Louisiana",139200,4770
0500000US22111,22111,"Union Parish, Louisiana",89500,9933
0500000US22113,22113,"Vermilion Parish, Louisiana",103800,7530
0500000US22115,22115,"Vernon Parish, Louisiana",107900,6873
0500000US22117,22117,"Washington Parish, Louisiana",82100,6190
0500000US22119,22119,"Webster Parish, Louisiana",80800,3988
0500000US22121,22121,"West Baton Rouge Parish, Louisiana",168600,9965
0500000US22123,22123,"West Carroll Parish, Louisiana",73100,7106
0500000US22125,22125,"West Feliciana Parish, Louisiana",197700,20359
0500000US22127,22127,"Winn Parish, Louisiana",71700,6576
0500000US23001,23001,"Androscoggin County, Maine",152100,2464
0500000US23003,23003,"Aroostook County, Maine",95800,2205
0500000US23005,23005,"Cumberland County, Maine",251300,3060
0500000US23007,23007,"Franklin County, Maine",132400,5659
0500000US23009,23009,"Hancock County, Maine",199800,5723
0500000US23011,23011,"Kennebec County, Maine",151100,2588
0500000US23013,23013,"Knox County, Maine",198100,6673
0500000US23015,23015,"Lincoln County, Maine",209700,5636
0500000US23017,23017,"Oxford County, Maine",132900,4374
0500000US23019,23019,"Penobscot County, Maine",137000,2863
0500000US23021,23021,"Piscataquis County, Maine",106800,6813
0500000US23023,23023,"Sagadahoc County, Maine",194600,6423
0500000US23025,23025,"Somerset County, Maine",107100,3555
0500000US23027,23027,"Waldo County, Maine",158400,3910
0500000US23029,23029,"Washington County, Maine",107400,3807
0500000US23031,23031,"York County, Maine",229600,3214
0500000US24001,24001,"Allegany County, Maryland",118800,3734
0500000US24003,24003,"Anne Arundel County, Maryland",338500,3108
0500000US24005,24005,"Baltimore County, Maryland",246900,1711
0500000US24009,24009,"Calvert County, Maryland",344300,6150
0500000US24011,24011,"Caroline County, Maryland",192600,7323
0500000US24013,24013,"Carroll County, Maryland",324300,3685
0500000US24015,24015,"Cecil County, Maryland",239900,4798
0500000US24017,24017,"Charles County, Maryland",287600,3481
0500000US24019,24019,"Dorchester County, Maryland",188100,6248
0500000US24021,24021,"Frederick County, Maryland",306100,4270
0500000US24023,24023,"Garrett County, Maryland",169400,5608
0500000US24025,24025,"Harford County, Maryland",278100,2838
0500000US24027,24027,"Howard County, Maryland",434700,3970
0500000US24029,24029,"Kent County, Maryland",238800,9760
0500000US24031,24031,"Montgomery County, Maryland",460100,2885
0500000US24033,24033,"Prince George's County, Maryland",261400,1861
0500000US24035,24035,"Queen Anne's County, Maryland",343900,6977
0500000US24037,24037,"St. Mary's County, Maryland",295900,5444
0500000US24039,24039,"Somerset County, Maryland",131800,11354
0500000US24041,24041,"Talbot County, Maryland",320500,12243
0500000US24043,24043,"Washington County, Maryland",198900,4178
0500000US24045,24045,"Wicomico County, Maryland",173100,3649
0500000US24047,24047,"Worcester County, Maryland",243600,6598
0500000US24510,24510,"Baltimore city, Maryland",153000,1919
0500000US25001,25001,"Barnstable County, Massachusetts",367200,3367
0500000US25003,25003,"Berkshire County, Massachusetts",204200,5411
0500000US25005,25005,"Bristol County, Massachusetts",273700,2041
0500000US25007,25007,"Dukes County, Massachusetts",656000,26088
0500000US25009,25009,"Essex County, Massachusetts",362200,1818
0500000US25011,25011,"Franklin County, Massachusetts",224200,3126
0500000US25013,25013,"Hampden County, Massachusetts",196500,1717
0500000US25015,25015,"Hampshire County, Massachusetts",270100,4572
0500000US25017,25017,"Middlesex County, Massachusetts",432300,2164
0500000US25019,25019,"Nantucket County, Massachusetts",966600,48557
0500000US25021,25021,"Norfolk County, Massachusetts",414000,3386
0500000US25023,25023,"Plymouth County, Massachusetts",333600,3040
0500000US25025,25025,"Suffolk County, Massachusetts",398000,3546
0500000US25027,25027,"Worcester County, Massachusetts",254100,2243
0500000US26001,26001,"Alcona County, Michigan",97500,4423
0500000US26003,26003,"Alger County, Michigan",118500,4794
0500000US26005,26005,"Allegan County, Michigan",144600,3518
0500000US26007,26007,"Alpena County, Michigan",92700,3056
0500000US26009,26009,"Antrim County, Michigan",145100,6285
0500000US26011,26011,"Arenac County, Michigan",88400,1801
0500000US26013,26013,"Baraga County, Michigan",90900,4561
0500000US26015,26015,"Barry County, Michigan",139300,5090
0500000US26017,26017,"Bay County, Michigan",94500,2071
0500000US26019,26019,"Benzie County, Michigan",158100,4055
0500000US26021,26021,"Berrien County, Michigan",137000,2567
0500000US26023,26023,"Branch County, Michigan",95200,3219
0500000US26025,26025,"Calhoun County, Michigan",99400,2102
0500000US26027,26027,"Cass County, Michigan",128200,5299
0500000US26029,26029,"Charlevoix County, Michigan",155100,3347
0500000US26031,26031,"Cheboygan County, Michigan",113300,4281
0500000US26033,26033,"Chippewa County, Michigan",109700,3547
0500000US26035,26035,"Clare County, Michigan",83300,2508
0500000US26037,26037,"Clinton County, Michigan",160000,2312
0500000US26039,26039,"Crawford County, Michigan",93500,3996
0500000US26041,26041,"Delta County, Michigan",103900,3549
0500000US26043,26043,"Dickinson County, Michigan",88100,4383
0500000US26045,26045,"Eaton County, Michigan",137300,2359
0500000US26047,26047,"Emmet County, Michigan",166100,3982
0500000US26049,26049,"Genesee County, Michigan",91800,1535
0500000US26051,26051,"Gladwin County, Michigan",95700,4146
0500000US26053,26053,"Gogebic County, Michigan",69800,3988
0500000US26055,26055,"Grand Traverse County, Michigan",173900,3292
0500000US26057,26057,"Gratiot County, Michigan",89000,1748
0500000US26059,26059,"Hillsdale County, Michigan",99400,3695
0500000US26061,26061,"Houghton County, Michigan",96100,4115
0500000US26063,26063,"Huron County, Michigan",93000,2543
0500000US26065,26065,"Ingham County, Michigan",119100,1817
0500000US26067,26067,"Ionia County, Michigan",113100,2849
0500000US26069,26069,"Iosco County, Michigan",85500,1960
0500000US26071,26071,"Iron County, Michigan",74800,3777
0500000US26073,26073,"Isabella County, Michigan",127100,3455
0500000US26075,26075,"Jackson County, Michigan",115700,2516
0500000US26077,26077,"Kalamazoo County, Michigan",140900,1963
0500000US26079,26079,"Kalkaska County, Michigan",100200,4927
0500000US26081,26081,"Kent County, Michigan",144300,1352
0500000US26083,26083,"Keweenaw County, Michigan",98800,12225
0500000US26085,26085,"Lake County, Michigan",79100,3552
0500000US26087,26087,"Lapeer County, Michigan",141200,4240
0500000US26089,26089,"Leelanau County, Michigan",243500,6705
0500000US26091,26091,"Lenawee County, Michigan",119400,2741
0500000US26093,26093,"Livingston County, Michigan",204000,2549
0500000US26095,26095,"Luce County, Michigan",80300,6941
0500000US26097,26097,"Mackinac County, Michigan",124100,7104
0500000US26099,26099,"Macomb County, Michigan",134800,1171
0500000US26101,26101,"Manistee County, Michigan",109800,3481
